"","X","iid","id","gender","wave","order","partner","pid","match","samerace","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sportsAct","tvsportsAct","exerciseAct","diningAct","museumsAct","artAct","hikingAct","gamingAct","clubbingAct","readingAct","tvAct","theaterAct","moviesAct","concertsAct","musicAct","shoppingAct","yogaAct","exphappy","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","dec","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","prob","met","goalMeetNew","goalFunNight","goalOther","goalGetDate","goalSeriousRel","goalSayDid","date7","date5","date3","date4","date6","date1","date2","raceAsian","raceWhite","rateOther","raceLatino","raceBlack","go_out1","go_out4","go_out2","go_out3","go_out7","go_out5","go_out6","fieldLaw","fieldMath","fieldPoliSci","fieldBusiness","fieldEngin","fieldAcademia","fieldSocialSci","fieldSocialWork","fieldUndecided","fieldMedicine","fieldHistReligPhil","fieldEnglish","fieldScience","fieldFilm","fieldLanguages","fieldArts","fieldArch","fieldOther","careerCreative","careerLaw","careerInternational","careerAcademic","careerFinance","careerUndecided","careerEngineer","careerPsychology","careerMedicine","careerSports","careerSocialWork","careerRealEstate","careerOther","careerSpeech","careerArch","careerPolitics","careerJourn","activityAvg","sportsActAdj","tvsportsActAdj","exerciseActAdj","diningActAdj","museumsActAdj","artActAdj","hikingActAdj","gamingActAdj","clubbingActAdj","readingActAdj","tvActAdj","theaterActAdj","moviesActAdj","concertsActAdj","musicActAdj","shoppingActAdj","yogaActAdj","raterDecSum","decSum","attrRatingAvg","sincRatingAvg","intelRatingAvg","funRatingAvg","ambRatingAvg","sharRatingAvg","likeRatingAvg","decAvg","raterDecAvg","attrRatingGuess","sincRatingGuess","intelRatingGuess","funRatingGuess","ambRatingGuess","sharRatingGuess","likeRatingGuess"
"111",2,1,1,0,1,3,2,12,0,0,21,1,25,4,2,4,69,2,7,1,6,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3,15,20,20,15,15,15,1,7,8,7,8,5,6,7,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58823529411765,3.41176470588235,-3.58823529411765,2.41176470588235,3.41176470588235,-4.58823529411765,-4.58823529411765,-0.588235294117647,-4.58823529411765,-0.588235294117647,0.411764705882353,3.41176470588235,-4.58823529411765,4.41176470588235,4.41176470588235,3.41176470588235,2.41176470588235,-4.58823529411765,8,4,7.11111111111111,6.44444444444444,7.11111111111111,6.55555555555556,7.11111111111111,6.11111111111111,6.88888888888889,0.333333333333333,0.777777777777778,7.04259081237554,10,6.30132587011731,6.56493329590769,5.62246965714871,6.26750340002185,0
"112",12,2,2,0,1,9,2,12,0,1,24,1,25,2,2,5,65,1,5,1,6,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,45,5,25,20,0,5,0,8,5,6,6,9,6,7,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82352941176471,-2.82352941176471,-3.82352941176471,1.17647058823529,4.17647058823529,2.17647058823529,0.176470588235294,-2.82352941176471,-0.823529411764706,2.17647058823529,4.17647058823529,-4.82352941176471,3.17647058823529,2.17647058823529,1.17647058823529,2.17647058823529,-2.82352941176471,-4.82352941176471,4,4,7,6.77777777777778,7.22222222222222,6.77777777777778,6.66666666666667,6.11111111111111,6.88888888888889,0.444444444444444,0.444444444444444,7.77843230043866,0,7.03993240106824,7.4205700835177,8.03926356250732,6.01577638774429,0
"113",22,3,3,0,1,5,2,12,0,1,25,2,25,2,8,4,42,6,3,1,6,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,35,10,35,10,10,0,0,9,7,9,8,9,7,8,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41176470588235,-3.41176470588235,1.58823529411765,0.588235294117647,1.58823529411765,-1.41176470588235,-1.41176470588235,1.58823529411765,-2.41176470588235,-1.41176470588235,0.588235294117647,1.58823529411765,0.588235294117647,0.588235294117647,0.588235294117647,-1.41176470588235,1.58823529411765,0.588235294117647,0,4,6.88888888888889,6.55555555555556,6.88888888888889,6.55555555555556,6.66666666666667,6,6.77777777777778,0.444444444444444,0,8.11777189113033,10,7.71385518515682,9.06831213661416,1.13099746528847,7.31612732659235,8.7766158767704
"114",32,4,4,0,1,2,2,12,0,1,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,20,20,20,20,10,10,0,8,7,8,10,7,8,8,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94117647058824,-4.94117647058824,-4.94117647058824,0.0588235294117645,1.05882352941176,0.0588235294117645,1.05882352941176,1.05882352941176,-0.941176470588236,1.05882352941176,1.05882352941176,1.05882352941176,3.05882352941176,1.05882352941176,2.05882352941176,1.05882352941176,-4.94117647058824,2.05882352941176,3,4,7,6.55555555555556,7,6.33333333333333,6.88888888888889,5.88888888888889,6.77777777777778,0.444444444444444,0.333333333333333,6.62719979186784,10,7.64723133202024,0.173848343823035,7.64063503147709,6.09863665317868,0
"115",42,5,5,0,1,10,2,12,0,1,21,1,25,2,8,1,86,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,0,8,6,6,5,5,5,6,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23529411764706,0.764705882352941,-2.23529411764706,0.764705882352941,0.764705882352941,-0.235294117647059,1.76470588235294,-0.235294117647059,-0.235294117647059,1.76470588235294,-0.235294117647059,1.76470588235294,-0.235294117647059,-0.235294117647059,-3.23529411764706,0.764705882352941,1.76470588235294,-3.23529411764706,6,4,7,6.66666666666667,7.22222222222222,6.88888888888889,7.11111111111111,6.22222222222222,7,0.444444444444444,0.666666666666667,6.47158093642374,0,7.13342899295257,6.33019718973805,6.14927267924575,5.96428524893586,1.5399948999838
"116",52,6,6,0,1,4,2,12,0,0,23,1,25,4,1,1,60,1,3,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,10,25,20,25,5,15,1,6,9,9,6,8,2,7,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,4.11764705882353,2.11764705882353,3.11764705882353,1.11764705882353,2.11764705882353,1.11764705882353,3.11764705882353,-3.88235294117647,0.117647058823529,3.11764705882353,-3.88235294117647,-0.882352941176471,0.117647058823529,0.117647058823529,-1.88235294117647,-4.88235294117647,-4.88235294117647,6,4,7.22222222222222,6.33333333333333,6.88888888888889,6.77777777777778,6.77777777777778,6.55555555555556,6.88888888888889,0.333333333333333,0.555555555555556,6.69880986565511,5.06443802711233,6.8914362703868,6.417748840392,7.97184254658755,6.40275660642011,10
"117",62,7,7,0,1,1,2,12,0,0,22,1,25,4,2,4,54,1,5,1,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,15,15,25,20,15,10,0,6,6,8,4,9,4,7,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70588235294118,-2.70588235294118,-4.70588235294118,-3.70588235294118,2.29411764705882,2.29411764705882,2.29411764705882,-5.70588235294118,-4.70588235294118,0.294117647058823,0.294117647058823,0.294117647058823,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,2.29411764705882,4,4,7.22222222222222,6.66666666666667,7,7,6.66666666666667,6.33333333333333,6.88888888888889,0.444444444444444,0.444444444444444,6.75684980399064,0,6.65448128485731,6.72860011389694,7.25158227299565,6.39871379159969,2.950921943438
"118",72,8,8,0,1,6,2,12,1,1,25,13,25,2,1,1,42,1,5,1,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,6,9.09,18.18,27.27,18.18,18.18,9.09,1,8,7,7,9,6,7,8,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47058823529412,-4.47058823529412,-4.47058823529412,-5.47058823529412,3.52941176470588,2.52941176470588,2.52941176470588,-3.47058823529412,-4.47058823529412,3.52941176470588,1.52941176470588,3.52941176470588,2.52941176470588,2.52941176470588,-0.470588235294118,-0.470588235294118,1.52941176470588,-0.470588235294118,10,4,7,6.55555555555556,7.11111111111111,6.44444444444444,7,6,6.77777777777778,0.333333333333333,1,7.01477362325483,4.18109352312343,7.75439282777699,5.77303762780165,5.47414821642815,6.33770846070729,10
"119",82,9,9,0,1,7,2,12,1,0,26,13,25,6,1,1,42,1,4,1,9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,6,20,10,20,30,10,10,1,10,10,10,10,10,10,10,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35294117647059,-2.35294117647059,-3.35294117647059,-5.35294117647059,1.64705882352941,-0.352941176470588,0.647058823529412,-4.35294117647059,-4.35294117647059,3.64705882352941,1.64705882352941,1.64705882352941,3.64705882352941,3.64705882352941,2.64705882352941,2.64705882352941,1.64705882352941,-3.35294117647059,10,4,6.77777777777778,6.22222222222222,6.77777777777778,6.33333333333333,6.55555555555556,5.66666666666667,6.55555555555556,0.333333333333333,1,6.47709871377874,8.82965534340831,6.7359311551728,7.04686244191274,7.44255922274243,5.53957121009078,2.84175928606645
"120",92,10,10,0,1,8,2,12,0,1,26,13,25,2,4,4,48,2,6,1,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,7,15,15,15,40,10,5,0,1,1,1,1,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82352941176471,2.17647058823529,2.17647058823529,2.17647058823529,0.176470588235294,-0.823529411764706,-0.823529411764706,0.176470588235294,-5.82352941176471,0.176470588235294,1.17647058823529,-1.82352941176471,-0.823529411764706,0.176470588235294,0.176470588235294,1.17647058823529,0.176470588235294,0.176470588235294,4,4,7.77777777777778,7.22222222222222,7.77777777777778,7.33333333333333,7.55555555555556,6.11111111111111,7.55555555555556,0.444444444444444,0.444444444444444,8.24283266848454,8.2647875935607,7.85681992845868,7.67980677612305,6.62849204704953,6.23663193936239,6.47120897355471
"121",3,1,1,0,1,10,3,13,1,1,21,1,25,4,2,4,69,2,7,1,6,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3,15,20,20,15,15,15,1,5,8,9,8,5,7,7,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58823529411765,3.41176470588235,-3.58823529411765,2.41176470588235,3.41176470588235,-4.58823529411765,-4.58823529411765,-0.588235294117647,-4.58823529411765,-0.588235294117647,0.411764705882353,3.41176470588235,-4.58823529411765,4.41176470588235,4.41176470588235,3.41176470588235,2.41176470588235,-4.58823529411765,8,4,4.77777777777778,7.88888888888889,8.77777777777778,6.88888888888889,6,5.77777777777778,6.33333333333333,0.333333333333333,0.777777777777778,4.1372564236947,7.27977668262288,8.7114706328603,6.69393386716636,5.82871591330705,5.62198749327875,6.58233451755187
"122",13,2,2,0,1,6,3,13,0,0,24,1,25,2,2,5,65,1,5,1,6,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,45,5,25,20,0,5,0,5,8,9,6,3,4,6,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82352941176471,-2.82352941176471,-3.82352941176471,1.17647058823529,4.17647058823529,2.17647058823529,0.176470588235294,-2.82352941176471,-0.823529411764706,2.17647058823529,4.17647058823529,-4.82352941176471,3.17647058823529,2.17647058823529,1.17647058823529,2.17647058823529,-2.82352941176471,-4.82352941176471,4,4,4.77777777777778,7.88888888888889,8.77777777777778,7.11111111111111,6.22222222222222,6.11111111111111,6.44444444444444,0.444444444444444,0.444444444444444,4.77024629522114,7.34849043230228,8.70245320860225,6.60783273641043,5.93664066010867,6.55910882217348,6.67270900251421
"123",23,3,3,0,1,2,3,13,0,0,25,2,25,2,8,4,42,6,3,1,6,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,35,10,35,10,10,0,0,7,9,9,7,9,7,8,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41176470588235,-3.41176470588235,1.58823529411765,0.588235294117647,1.58823529411765,-1.41176470588235,-1.41176470588235,1.58823529411765,-2.41176470588235,-1.41176470588235,0.588235294117647,1.58823529411765,0.588235294117647,0.588235294117647,0.588235294117647,-1.41176470588235,1.58823529411765,0.588235294117647,0,4,4.55555555555556,7.77777777777778,8.77777777777778,7,5.55555555555556,5.77777777777778,6.22222222222222,0.444444444444444,0,5.49612990811822,8.39203684261396,9.30391656986476,6.71196864174576,7.15685244653314,7.38617775081985,6.96047340080976
"124",33,4,4,0,1,9,3,13,0,0,23,1,25,2,1,1,37,1,5,1,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,20,20,20,20,10,10,0,4,7,8,8,6,7,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94117647058824,-4.94117647058824,-4.94117647058824,0.0588235294117645,1.05882352941176,0.0588235294117645,1.05882352941176,1.05882352941176,-0.941176470588236,1.05882352941176,1.05882352941176,1.05882352941176,3.05882352941176,1.05882352941176,2.05882352941176,1.05882352941176,-4.94117647058824,2.05882352941176,3,4,4.88888888888889,8,8.88888888888889,6.88888888888889,5.88888888888889,5.77777777777778,6.66666666666667,0.444444444444444,0.333333333333333,4.85919733423917,9.3777734855699,8.96892200109752,6.3497065435581,6.90821543662788,5.71415696479174,6.36938539619696
