"","X.1","X","iid_W","id_W","wave_W","partner_W","pid_W","samerace_W","match","gender_W","order_W","age_W","tuition_W","race_W","imprace_W","imprelig_W","income_W","goal_W","date_W","go_out_W","sportsAct_W","tvsportsAct_W","exerciseAct_W","diningAct_W","museumsAct_W","artAct_W","hikingAct_W","gamingAct_W","clubbingAct_W","readingAct_W","tvAct_W","theaterAct_W","moviesAct_W","concertsAct_W","musicAct_W","shoppingAct_W","yogaAct_W","exphappy_W","attrPref_W","sincPref_W","intelPref_W","funPref_W","ambPref_W","sharPref_W","dec_W","attrRating_W_of_M","sincRating_W_of_M","intelRating_W_of_M","funRating_W_of_M","ambRating_W_of_M","sharRating_W_of_M","likeRating_W_of_M","prob_W","met_W","goalMeetNew_W","goalFunNight_W","goalOther_W","goalGetDate_W","goalSeriousRel_W","goalSayDid_W","date7_W","date5_W","date3_W","date4_W","date6_W","date1_W","date2_W","raceAsian_W","raceWhite_W","rateOther_W","raceLatino_W","raceBlack_W","go_out1_W","go_out4_W","go_out2_W","go_out3_W","go_out7_W","go_out5_W","go_out6_W","fieldLaw_W","fieldMath_W","fieldPoliSci_W","fieldBusiness_W","fieldEngin_W","fieldAcademia_W","fieldSocialSci_W","fieldSocialWork_W","fieldUndecided_W","fieldMedicine_W","fieldHistReligPhil_W","fieldEnglish_W","fieldScience_W","fieldFilm_W","fieldLanguages_W","fieldArts_W","fieldArch_W","fieldOther_W","careerCreative_W","careerLaw_W","careerInternational_W","careerAcademic_W","careerFinance_W","careerUndecided_W","careerEngineer_W","careerPsychology_W","careerMedicine_W","careerSports_W","careerSocialWork_W","careerRealEstate_W","careerOther_W","careerSpeech_W","careerArch_W","careerPolitics_W","careerJourn_W","activityAvg_W","raterDecSum_W","decSum_W","attrRatingAvg_W_of_M","sincRatingAvg_W_of_M","intelRatingAvg_W_of_M","funRatingAvg_W_of_M","ambRatingAvg_W_of_M","sharRatingAvg_W_of_M","likeRatingAvg_W_of_M","decAvg_W_of_M","raterDecAvg_W","attrRatingGuess_W_of_M","sincRatingGuess_W_of_M","intelRatingGuess_W_of_M","funRatingGuess_W_of_M","ambRatingGuess_W_of_M","sharRatingGuess_W_of_M","likeRatingGuess_W_of_M","gender_M","order_M","age_M","tuition_M","race_M","imprace_M","imprelig_M","income_M","goal_M","date_M","go_out_M","sportsAct_M","tvsportsAct_M","exerciseAct_M","diningAct_M","museumsAct_M","artAct_M","hikingAct_M","gamingAct_M","clubbingAct_M","readingAct_M","tvAct_M","theaterAct_M","moviesAct_M","concertsAct_M","musicAct_M","shoppingAct_M","yogaAct_M","exphappy_M","attrPref_M","sincPref_M","intelPref_M","funPref_M","ambPref_M","sharPref_M","dec_M","attrRating_M_of_W","sincRating_M_of_W","intelRating_M_of_W","funRating_M_of_W","ambRating_M_of_W","sharRating_M_of_W","likeRating_M_of_W","prob_M","met_M","goalMeetNew_M","goalFunNight_M","goalOther_M","goalGetDate_M","goalSeriousRel_M","goalSayDid_M","date7_M","date5_M","date3_M","date4_M","date6_M","date1_M","date2_M","raceAsian_M","raceWhite_M","rateOther_M","raceLatino_M","raceBlack_M","go_out1_M","go_out4_M","go_out2_M","go_out3_M","go_out7_M","go_out5_M","go_out6_M","fieldLaw_M","fieldMath_M","fieldPoliSci_M","fieldBusiness_M","fieldEngin_M","fieldAcademia_M","fieldSocialSci_M","fieldSocialWork_M","fieldUndecided_M","fieldMedicine_M","fieldHistReligPhil_M","fieldEnglish_M","fieldScience_M","fieldFilm_M","fieldLanguages_M","fieldArts_M","fieldArch_M","fieldOther_M","careerCreative_M","careerLaw_M","careerInternational_M","careerAcademic_M","careerFinance_M","careerUndecided_M","careerEngineer_M","careerPsychology_M","careerMedicine_M","careerSports_M","careerSocialWork_M","careerRealEstate_M","careerOther_M","careerSpeech_M","careerArch_M","careerPolitics_M","careerJourn_M","activityAvg_M","raterDecSum_M","decSum_M","attrRatingAvg_M_of_W","sincRatingAvg_M_of_W","intelRatingAvg_M_of_W","funRatingAvg_M_of_W","ambRatingAvg_M_of_W","sharRatingAvg_M_of_W","likeRatingAvg_M_of_W","decAvg_M_of_W","raterDecAvg_M","attrRatingGuess_M_of_W","sincRatingGuess_M_of_W","intelRatingGuess_M_of_W","funRatingGuess_M_of_W","ambRatingGuess_M_of_W","sharRatingGuess_M_of_W","likeRatingGuess_M_of_W","raceAsian_M_Cross_raceAsian_W","raceAsian_M_Cross_raceWhite_W","raceAsian_M_Cross_raceLatino_W","raceAsian_M_Cross_raceBlack_W","raceWhite_M_Cross_raceAsian_W","raceWhite_M_Cross_raceWhite_W","raceWhite_M_Cross_raceLatino_W","raceWhite_M_Cross_raceBlack_W","raceLatino_M_Cross_raceAsian_W","raceLatino_M_Cross_raceWhite_W","raceBlack_M_Cross_raceAsian_W","raceBlack_M_Cross_raceWhite_W","careerCreative_M_Cross_careerInternational_W","careerCreative_M_Cross_careerAcademic_W","careerCreative_M_Cross_careerFinance_W","careerLaw_M_Cross_careerCreative_W","careerLaw_M_Cross_careerLaw_W","careerLaw_M_Cross_careerInternational_W","careerLaw_M_Cross_careerAcademic_W","careerLaw_M_Cross_careerFinance_W","careerFinance_M_Cross_careerCreative_W","careerFinance_M_Cross_careerLaw_W","careerFinance_M_Cross_careerInternational_W","careerFinance_M_Cross_careerAcademic_W","careerFinance_M_Cross_careerFinance_W","careerFinance_M_Cross_careerUndecided_W","careerFinance_M_Cross_careerPsychology_W","careerFinance_M_Cross_careerMedicine_W","careerFinance_M_Cross_careerSocialWork_W","careerUndecided_M_Cross_careerAcademic_W","careerMedicine_M_Cross_careerAcademic_W","fieldLaw_M_Cross_fieldLaw_W","fieldLaw_M_Cross_fieldAcademia_W","fieldLaw_M_Cross_fieldSocialSci_W","fieldLaw_M_Cross_fieldSocialWork_W","fieldPoliSci_M_Cross_fieldPoliSci_W","fieldPoliSci_M_Cross_fieldBusiness_W","fieldPoliSci_M_Cross_fieldAcademia_W","fieldPoliSci_M_Cross_fieldScience_W","fieldBusiness_M_Cross_fieldLaw_W","fieldBusiness_M_Cross_fieldPoliSci_W","fieldBusiness_M_Cross_fieldBusiness_W","fieldBusiness_M_Cross_fieldEngin_W","fieldBusiness_M_Cross_fieldAcademia_W","fieldBusiness_M_Cross_fieldSocialSci_W","fieldBusiness_M_Cross_fieldSocialWork_W","fieldBusiness_M_Cross_fieldEnglish_W","fieldBusiness_M_Cross_fieldScience_W","fieldBusiness_M_Cross_fieldLanguages_W","fieldEngin_M_Cross_fieldEngin_W","fieldEngin_M_Cross_fieldAcademia_W","fieldEngin_M_Cross_fieldSocialSci_W","fieldEngin_M_Cross_fieldSocialWork_W","fieldEngin_M_Cross_fieldEnglish_W","fieldEngin_M_Cross_fieldScience_W","fieldEngin_M_Cross_fieldLanguages_W","fieldScience_M_Cross_fieldPoliSci_W","fieldScience_M_Cross_fieldBusiness_W","fieldScience_M_Cross_fieldHistReligPhil_W","fieldScience_M_Cross_fieldScience_W"
"147",147,147,149,8,7,8,165,1,0,0,6,28,25,2,3,3,52,1,5,2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,4,8.51,19.15,19.15,19.15,19.15,14.89,0,8,7,6,4,4,6,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88235294117647,6,4,7.33333333333333,7.06666666666667,6.86666666666667,5.8,6.06666666666667,5.4,5.4,0.266666666666667,0.4,6.62847232567188,6.68665137538143,6.46256137850371,4.79549463205621,5.5721928455804,6.07492928344787,4.9717007038983,1,6,30,25,2,4,7,52,3,6,3,3,1,6,6,7,7,2,1,1,10,8,8,8,5,5,2,2,6,16.67,12.5,20.83,18.75,12.5,18.75,1,9,7,9,7,6,5,7,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82352941176471,7,12,7.2,7.06666666666667,7.33333333333333,6.46666666666667,6.93333333333333,6.46666666666667,6.93333333333333,0.733333333333333,0.4,8.10817026293275,7.59376108773268,8.09207928588824,6.99922546562363,7.68856665078761,6.16286436655419,6.97784959470513,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",148,148,149,8,7,9,166,0,1,0,16,28,25,2,3,3,52,1,5,2,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,4,8.51,19.15,19.15,19.15,19.15,14.89,1,8,5,6,3,7,8,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88235294117647,6,4,6.8,6.66666666666667,7.13333333333333,6.53333333333333,7.33333333333333,5.66666666666667,5.93333333333333,0.2,0.333333333333333,6.4153391379449,6.45670656754836,6.71751554696915,5.63753818541216,6.60169941528647,6.386666725601,3.03690840352222,1,16,26,25,6,1,9,80,5,5,2,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,6,27.78,19.44,19.44,27.78,2.78,2.78,1,7,7,7,7,7,6,7,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.05882352941176,8,12,7.33333333333333,7.06666666666667,7.46666666666667,6.46666666666667,6.86666666666667,6.4,6.93333333333333,0.733333333333333,0.466666666666667,7.19128135378786,6.87792301566766,7.58739000234918,6.65278254096541,7.12085418587621,6.71987362272504,7.09467241012064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",149,149,150,9,7,1,158,1,0,0,16,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,0,5,5,8,6,9,6,5,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,0,4.53333333333333,6.33333333333333,7.46666666666667,4.26666666666667,6.66666666666667,4.4,4,0,0.2,5.01521180863026,6.02504131976709,7.63004029235574,4.97271882505258,7.26856863901332,4.90647182146629,5.00544443406736,1,16,23,25,2,3,4,37,4,6,2,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,7,19.05,19.05,19.05,19.05,9.52,14.29,1,10,8,9,7,7,7,9,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47058823529412,16,11,7.06666666666667,8.06666666666667,8.33333333333333,7.2,7.2,5.46666666666667,6.73333333333333,0.666666666666667,1,8.63285428847,8.86047101719146,8.93436372198632,8.03113008141861,7.38773103531326,6.61384694759493,8.57097786353573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"150",150,150,150,9,7,10,167,1,1,0,15,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,1,7,7,8,8,8,8,7,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,4,5.86666666666667,6.8,7.4,6.66666666666667,6.46666666666667,5.6,5.66666666666667,0.2,0.133333333333333,6.3630105484186,6.41246193008228,7.52573977604337,7.39002579455658,7.04535225702792,6.02992422728814,6.57522739863464,1,15,23,25,2,1,1,47,2,6,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,18.6,13.95,18.6,16.28,16.28,16.28,1,7,5,6,7,5,4,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29411764705882,10,11,7.26666666666667,8.26666666666667,8.53333333333333,7.2,7.33333333333333,5.66666666666667,6.93333333333333,0.666666666666667,0.6,5.86675550024519,7.49247618548176,7.35370795148596,5.649217104093,5.79993943093166,4.61492413784681,5.6244736473997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"151",151,151,150,9,7,11,168,0,0,0,10,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,0,7,8,8,8,8,6,8,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,3,4.73333333333333,7.33333333333333,7.66666666666667,6.33333333333333,6.53333333333333,5.53333333333333,5.53333333333333,0.2,0.2,5.20255261868906,6.98166150592675,7.81245337376297,6.89348234911408,7.22200041291014,5.93403591451317,6.47784506408815,1,10,23,25,4,1,1,22,1,4,2,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,11.11,17.78,17.78,17.78,17.78,17.78,1,8,7,7,7,7,7,7,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.17647058823529,10,11,7.2,8.13333333333333,8.46666666666667,7.2,7.2,5.46666666666667,6.86666666666667,0.666666666666667,0.6,7.21451714768162,7.89499089628156,8.21983499771196,7.66876495883504,7.21008306507714,6.14984964668576,7.21807648921971,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"152",152,152,150,9,7,12,169,1,0,0,4,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,1,9,9,9,9,9,7,9,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,13,8,8,8.33333333333333,7.6,7.4,6.8,7.53333333333333,0.8,0.133333333333333,8.23166312802651,7.62330929961644,8.43329223927509,8.16297102540754,8.0525461542614,6.74760618863787,8.50879263903966,1,4,28,25,2,2,3,31,2,6,2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,17.78,20,17.78,15.56,15.56,13.33,0,7,8,9,7,9,8,8,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29411764705882,6,11,7.26666666666667,8.06666666666667,8.33333333333333,7.2,7.06666666666667,5.4,6.8,0.733333333333333,0.4,8.66045417813746,8.8736526608997,9.28444521807874,8.66275122197568,8.22333519447663,7.12071263224741,8.44946343378937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"153",153,153,150,9,7,13,170,0,0,0,3,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,0,5,6,9,6,9,3,8,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,0,4.4,7.4,8.06666666666667,5.06666666666667,7.46666666666667,5.46666666666667,5.33333333333333,0,0.2,4.93668710772733,6.9903380604159,8.1552917985573,5.78012162588582,8.12008691589546,6.05850490286634,6.32406182652508,1,3,28,25,4,2,1,42,1,5,3,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,16.28,20.93,18.6,18.6,13.95,11.63,1,6,7,7,7,6,7,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.82352941176471,13,11,7.33333333333333,8.13333333333333,8.46666666666667,7.2,7.26666666666667,5.46666666666667,6.93333333333333,0.666666666666667,0.8,6.73226058491849,7.7225454226126,7.88315157550364,6.97220053510351,6.85739669334111,5.99982842899752,6.51126576959125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"154",154,154,150,9,7,14,171,1,0,0,8,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,0,6,7,9,6,9,6,7,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,5,5.8,7.8,8.13333333333333,6,7.33333333333333,5.4,6.4,0.333333333333333,0.2,6.36741242659816,7.55031464784584,8.27052937199143,6.67165722616155,7.7550620336356,8.33952804931953,7.15701253248571,1,8,29,25,2,1,1,42,1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,1,7,9,9,7,8,5,7,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,14,11,7.26666666666667,8,8.33333333333333,7.2,7.13333333333333,5.6,6.86666666666667,0.666666666666667,0.866666666666667,7.61926176167359,8.25337664340777,9.02241800801856,7.73529547350203,8.19617558391773,6.1153591361972,7.85987023060081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",155,155,150,9,7,15,172,1,0,0,12,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,0,6,7,8,7,8,6,7,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,8,7,8,8.06666666666667,7.66666666666667,8,6.93333333333333,7.53333333333333,0.533333333333333,0.2,7.53327414891759,7.66287153722544,8.27326884984314,7.15088787826687,8.53281326969798,10,8.24018997527152,1,12,27,25,2,5,7,42,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,0,4,6,8,4,6,3,3,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.29411764705882,9,11,7.46666666666667,8.2,8.4,7.4,7.26666666666667,5.73333333333333,7.13333333333333,0.733333333333333,0.6,6.69432221705017,7.35091787671951,8.302664945878,5.61767087319083,6.99317491455027,4.07607443231521,5.84037509588481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",156,156,150,9,7,16,173,1,0,0,9,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,0,6,8,8,8,8,6,8,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,6,6.13333333333333,7.4,8.13333333333333,7.4,7.2,6.6,6.66666666666667,0.4,0.2,6.59270837465307,6.72225590253236,8.31544085141424,7.93688925159626,7.73752511105433,6.95135014263845,7.46270602214143,1,9,22,25,2,5,7,42,1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,1,7,7,7,7,7,5,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,8,11,7.26666666666667,8.13333333333333,8.46666666666667,7.2,7.2,5.6,6.93333333333333,0.666666666666667,0.466666666666667,6.59459326487013,7.63091281417422,7.34611225016643,6.83246110380011,6.41169604791773,5.42214874311277,6.00595740932005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",157,157,150,9,7,2,159,1,0,0,1,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,0,5,8,10,8,8,6,7,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,2,4.06666666666667,7.13333333333333,7.86666666666667,5.73333333333333,7.06666666666667,4.66666666666667,4.93333333333333,0.133333333333333,0.2,4.51786407652158,6.59742076984104,7.87515551276396,6.28048927092748,7.65585545263606,5.32032050364497,5.85813733996363,1,1,28,25,2,7,2,42,1,6,2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,1,8,9,9,8,8,5,8,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94117647058824,9,11,7.2,8,8.33333333333333,7.13333333333333,7.13333333333333,5.6,6.8,0.666666666666667,0.533333333333333,7.31247150998924,8.0153745634396,7.90581394050102,6.99807761074826,6.80078657746219,5.87545213232354,6.99090539663893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"158",158,158,150,9,7,3,160,0,0,0,6,31,25,2,3,3,55,4,5,2,5,1,3,5,3,3,9,1,5,7,1,1,7,5,4,2,10,5,12,20,20,20,14,14,0,9,7,7,7,7,2,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23529411764706,3,4,7.26666666666667,7.4,7.46666666666667,8.06666666666667,7.93333333333333,6.4,6.73333333333333,0.266666666666667,0.2,7.32669478013239,6.9614155679105,7.6525572465611,8.35796120979499,8.45034377600214,8.77075114648048,7.45138332155664,1,6,29,25,1,3,4,28,2,5,2,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,6,16,18,18,18,14,16,1,7,10,9,8,8,3,7,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.05882352941176,8,11,7.26666666666667,7.93333333333333,8.33333333333333,7.13333333333333,7.13333333333333,5.73333333333333,6.86666666666667,0.666666666666667,0.466666666666667,7.04088707246465,8.79148797041762,8.90237281167923,7.26813206331185,8.35033354663977,5.4602466523075,6.33572136038646,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
