"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal 6","goal 1","goal 2","goal 5","goal 4","goal 3","date 7","date 6","date 1","date 5","date 4","date 3","date 2","race 4","race 1","race 2","race 3","race 6","go_out 4","go_out 2","go_out 1","go_out 3","go_out 7","go_out 5","go_out 6","field_cd 5","field_cd 9","field_cd 3","field_cd 11","field_cd 1","field_cd 8","field_cd 2","field_cd 12","field_cd 4","field_cd 6","field_cd 10","field_cd 7","field_cd 14","field_cd 13","field_cd 16","field_cd 15","field_cd 18","career_c 10","career_c 5","career_c 3","career_c 9","career_c 6","career_c 1","career_c 2","career_c 7","career_c 4","career_c 11","career_c 8","career_c 15","career_c 13","activityAvg","raterCount","rateeCount","match Own Sum","match Partner Sum"
"212",21,1,0,2,16,13,12,51,0,0.44,0,2,21,5,25,4,8,10,42,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,0,7,4,6,4,4,2,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.05882352941176,14,15,0,0
"213",21,1,0,2,16,14,13,52,0,0.62,0,2,21,5,25,4,8,10,42,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,0,5,8,8,5,8,2,6,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.05882352941176,14,15,0,0
"214",21,1,0,2,16,9,14,53,0,-0.08,0,2,21,5,25,4,8,10,42,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,0,6,8,7,7,7,2,6,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.05882352941176,14,15,0,0
"215",21,1,0,2,16,10,15,54,0,-0.2,0,2,21,5,25,4,8,10,42,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,0,6,8,7,6,8,2,6,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.05882352941176,14,15,0,0
"216",21,1,0,2,16,1,16,55,0,0.39,0,2,21,5,25,4,8,10,42,6,7,4,10,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,5,0,12,18,20,16,16,18,35,15,10,15,5,20,5,9,7,9,0,5,9,9,8,9,5,8,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.05882352941176,14,15,0,0
"217",22,2,0,2,16,8,1,40,0,0.29,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,5,7,7,6,7,5,6,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"218",22,2,0,2,16,9,2,41,0,-0.23,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,4,7,6,6,7,2,3,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"219",22,2,0,2,16,10,3,42,0,0.44,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,5,6,6,5,6,3,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"220",22,2,0,2,16,13,4,43,0,-0.04,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,5,7,7,5,7,3,4,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"221",22,2,0,2,16,1,5,44,1,-0.21,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,1,6,8,8,7,7,6,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"222",22,2,0,2,16,4,6,45,1,-0.02,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,1,6,7,7,4,6,6,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"223",22,2,0,2,16,7,7,46,0,-0.33,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,1,8,7,7,7,6,7,7,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"224",22,2,0,2,16,14,8,47,0,0.27,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,5,7,7,6,6,5,5,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"225",22,2,0,2,16,2,9,48,0,0.73,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,1,7,7,7,7,7,6,7,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"226",22,2,0,2,16,5,10,49,0,-0.08,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,6,7,7,5,7,4,5,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"227",22,2,0,2,16,6,11,50,0,0.12,1,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,1,5,6,7,7,7,7,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"228",22,2,0,2,16,15,12,51,0,-0.52,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,3,4,5,4,4,2,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"229",22,2,0,2,16,16,13,52,0,0.03,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,3,6,7,5,5,4,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"230",22,2,0,2,16,11,14,53,0,0.5,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,1,7,7,8,6,7,8,8,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"231",22,2,0,2,16,12,15,54,0,0.33,0,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,0,4,5,5,4,5,4,4,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"232",22,2,0,2,16,3,16,55,0,0.16,1,2,27,9,25,1,1,2,28,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,50,10,10,10,10,10,7,8,7,8,1,6,7,7,7,7,7,7,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647,14,15,0,0
"233",23,3,0,2,16,5,1,40,0,0.22,1,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,1,5,7,6,6,6,7,8,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"234",23,3,0,2,16,6,2,41,0,0.06,1,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,0,5,7,7,6,6,7,7,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"235",23,3,0,2,16,7,3,42,0,0.41,1,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,1,6,6,7,6,6,6,6.5,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"236",23,3,0,2,16,10,4,43,1,-0.35,0,1,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,1,5,7,8,6,6,7,7,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"237",23,3,0,2,16,14,5,44,1,-0.17,0,1,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,1,7,7,7,6,6,9,9,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"238",23,3,0,2,16,1,6,45,1,-0.1,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,1,6,7,7,6,7,5,7,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"239",23,3,0,2,16,4,7,46,0,-0.52,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,1,7,6,7,7,7,6,7,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"240",23,3,0,2,16,11,8,47,0,0.21,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,0,5,6,7,6,6,6,6,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"241",23,3,0,2,16,15,9,48,0,0.58,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,0,6,6,6,8,6,5,6,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"242",23,3,0,2,16,2,10,49,0,-0.23,1,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,1,7,7,6,7,6,7,8,6,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"243",23,3,0,2,16,3,11,50,0,0.05,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,1,6,6,7,8,8,7,7,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"244",23,3,0,2,16,12,12,51,0,-0.57,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,0,7,6,5,4,4,4,6,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"245",23,3,0,2,16,13,13,52,0,-0.13,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,0,6,6,5,7,5,6,6,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"247",23,3,0,2,16,9,15,54,0,0.35,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,0,6,7,6,6,5,5,6,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"248",23,3,0,2,16,16,16,55,0,0.1,0,2,21,3,25,4,9,6,42,1,1,1,3,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,5,3,10,20,40,10,10,10,40,5,20,20,5,10,5,8,6,7,0,6,8,7,6,7,5,6,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,14,15,0,0
"249",24,4,0,2,16,11,1,40,0,-0.31,0,2,27,11,25,2,2,3,43,2,6,4,9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,3,10,20,20,15,20,15,35,10,15,20,10,10,7,9,9,8,0,5,6,7,7,7,6,6,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,14,15,0,0
"250",24,4,0,2,16,12,2,41,0,-0.07,0,2,27,11,25,2,2,3,43,2,6,4,9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,3,10,20,20,15,20,15,35,10,15,20,10,10,7,9,9,8,0,7,8,8,7,8,6,8,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,14,15,0,0
