"","X.1","X","iid","id","gender","wave","round","order","partner","pid","match","sameRace","age","fieldCD","race","imprace","imprelig","goal","date","goOut","careerCD","exphappy","expnum","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","decRating","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","probRating","met","youCall","themCall","dateAfter","numDatesAfter","careerLaw","careerAcad","careerPsych","careerMed","careerEngin","careerCreative","careerCorp","careerRealEstate","careerIntAffairs","careerUnd","careerSpeech","careerPolitics","careerSports","careerOther","careerJourn","careerArch","date3","date4","date5","date6","date7","fieldLaw","fieldMath","fieldSocialSci","fieldMed","fieldEngin","fieldEng","fieldHum","fieldBusEconFin","fieldEducAca","fieldSci","fieldSocWork","fieldUnd","fieldPoliSci","fieldFilm","fieldArts","fieldLang","fieldArch","fieldOther","goalfunNight","goalMeetNew","goalGetDate","goalSerRel","goalSayDid","goalOther","goOut1","goOut2","goOut3","goOut4","raceBlack","raceWhite","raceLatino","raceAsian","raceNativeAmer","raceOther","surIID","surPID","decRaterSum","decRateeSum","decWaveSum","decRaterAvg","decRateeAvg","decWaveAvg","decRaterAvgAdj","attrRateeAvg","sincRateeAvg","intelRateeAvg","funRateeAvg","ambRateeAvg","sharRateeAvg","likeRateeAvg","probRateeAvg","dec","combRateeAvg","combRatingExcGuess","combRatingIncGuess","combRatingInc","combRatingExc"
"11",11,211,21,1,0,2,16,4,11,50,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,-0.71038037080384,-0.417712899430197,7,7,7,7,6,0.0451373848946272,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,34,41,2,11,80,-1.94591014905531,1.69764389942053,0.226973684210526,-0.101973684210526,1.04327788357485,0.159539473684211,0.570723684210527,2.23190789473684,1.29111842105263,0.894736842105264,1.28680161478353,0.930921052631579,0,1.3425744659263,0.729808594296505,0.584552646119596,-0.360985295113137,-0.186287757267785
"12",12,212,21,1,0,2,16,13,12,51,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,-0.71038037080384,0.5920005915064,4,6,4,4,2,-2.07998432452052,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23,48,2,5,80,-1.94591014905531,-0.806087669376791,0.292763157894737,-0.167763157894737,-0.0212057693781312,-1.48355263157895,-0.376644736842104,-1.60032894736842,-0.325657894736842,-0.5,-1.10247556767419,-0.90625,0,-0.64325633547637,0.120275003568174,-0.00503444010740268,-0.732788034605987,-0.743991866507061
"13",13,213,21,1,0,2,16,14,13,52,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,-0.71038037080384,-0.417712899430197,8,8,5,8,2,0.0451373848946272,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23,45,2,4,80,-1.94591014905531,-0.806087669376791,0.282894736842105,-0.157894736842105,-1.20587306056774,0.238486842105263,0.182565789473684,-0.254934210526316,-0.120065789473684,0.115131578947368,-0.190995258449399,0.00657894736842124,0,-0.734318662797977,-0.0852558451840313,-0.393256406877975,-0.360985295113137,-0.186287757267785
"14",14,214,21,1,0,2,16,9,14,53,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,-0.71038037080384,0.0871438460381012,8,7,7,7,2,0.0451373848946272,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28,46,2,9,80,-1.94591014905531,1.42351791373268,0.266447368421053,-0.141447368421053,1.3666291007353,0.56907894736842,0.822368421052632,-0.0723684210526319,0.875,0.828947368421052,1.43974842404121,0.608552631578947,0,1.40996514616973,0.556616122238921,0.0771868752985797,-0.192699713290371,0.0661406154663642
"15",15,215,21,1,0,2,16,10,15,54,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,-0.71038037080384,0.0871438460381012,8,7,6,8,2,0.0451373848946272,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,35,43,2,0,80,-1.94591014905531,-0.806087669376791,0.292763157894737,-0.167763157894737,-0.782368811543436,-0.126644736842105,-0.115131578947368,-0.860197368421053,-0.0740131578947363,0.296052631578948,-0.705640603113735,-0.356907894736842,0,-0.764699028011321,-0.126279499275127,-0.314592268083547,-0.192699713290371,0.0661406154663642
"16",16,216,21,1,0,2,16,1,16,55,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,-0.71038037080384,-0.417712899430197,9,9,8,9,5,1.1076982396022,3,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,36,50,2,6,80,-1.94591014905531,-0.0432173816240909,0.282894736842105,-0.157894736842105,0.920232730142114,0.71875,0.189144736842105,1.49835526315789,0.314144736842105,0.299342105263158,0.954038962209405,0.167763157894737,0,0.610351436909143,0.536837958716122,0.273972227340678,-0.00679834354394532,0.344992670086002
"17",17,217,22,2,0,2,16,8,1,40,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,-0.417712899430197,7,7,6,7,5,0.0451373848946272,4,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,23,53,7,4,80,0,-0.806087669376791,0.282894736842105,0.217105263157895,-1.22876518213662,0.179276315789473,-0.53125,0.291118421052632,-0.564144736842105,0.0789473684210531,-0.478287238000977,-0.0575657894736841,0,-0.837713363171463,-0.768664186384933,-0.528876454565439,-0.360985295113137,-0.186287757267785
"18",18,218,22,2,0,2,16,9,2,41,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,-0.922569644898496,7,6,6,7,2,-1.54870389716673,3,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35,49,7,0,80,-0.251314428280906,-0.806087669376791,0.292763157894737,0.144736842105263,-1.56356246008151,0.0444078947368416,-0.225328947368421,-1.58881578947368,0.0476973684210531,-0.759868421052632,-1.14381254314923,-0.457236842105263,0,-1.17115422420251,-0.666217562334291,-0.516654739893809,-1.06055130428969,-1.23563677103262
"19",19,219,22,2,0,2,16,10,3,42,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,-0.417712899430197,6,6,5,6,3,-1.54870389716673,2,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,48,7,4,80,0,-0.806087669376791,0.266447368421053,0.233552631578947,-0.384618199284123,-0.337171052631579,0.169407894736842,0.136513157894737,0.449013157894736,0.230263157894737,0.00948907260457808,-0.371710526315789,0,-0.393738932018779,-0.423892216097082,-0.257140500703455,-0.892265722466924,-0.983208398298466
"20",20,220,22,2,0,2,16,13,4,43,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,-0.417712899430197,7,7,5,7,3,-1.01742346981295,3,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,37,50,7,3,80,0,-0.806087669376791,0.296052631578947,0.203947368421053,-1.05707427037001,0.0115131578947363,0.100328947368421,-1.33388157894737,-0.195723684210527,-0.845394736842105,-1.09420817257918,-0.373355263157895,0,-0.985790037441993,-0.70243011622518,-0.4973186373966,-0.715172246682328,-0.717568184621572
"21",21,221,22,2,0,2,16,1,5,44,1,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1.40722290104071,0.0871438460381012,8,8,7,7,6,0.0451373848946272,6,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,48,7,4,80,-0.251314428280906,-0.806087669376791,0.266447368421053,0.171052631578947,-0.479048200755759,0.277960526315789,-0.100328947368421,-1.13651315789474,-0.659539473684211,-1.08881578947368,-0.887523295203943,-0.240131578947368,1,-0.724219721778831,-0.716436352449649,-0.460559909101284,0.513168043991145,0.0661406154663642
"22",22,222,22,2,0,2,16,4,6,45,1,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1.40722290104071,0.0871438460381012,7,7,4,6,6,0.0451373848946272,6,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32,53,7,4,80,-0.251314428280906,-0.806087669376791,0.256578947368421,0.180921052631579,-0.127081831634207,-0.258223684210526,0.00822368421052655,-1.83059210526316,0.0674342105263159,-0.973684210526316,-0.732509637172516,-0.758223684210527,1,-0.555226379394505,-0.567674804762657,-0.377152510510442,0.513168043991145,0.0661406154663642
"23",23,223,22,2,0,2,16,7,7,46,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1.40722290104071,1.0968573369747,7,7,7,6,7,0.576417812248414,4,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,23,41,7,9,80,-0.510825623765991,1.34597034015244,0.236842105263158,0.138157894736842,2.15640729486171,0.327302631578947,0.475328947368421,1.27138157894737,-0.0838815789473681,0.674342105263158,1.53068977008631,0.646381578947368,1,1.67768913503349,0.33765489381184,0.382865472981226,1.02683268342127,0.836637574611556
"24",24,224,22,2,0,2,16,14,8,47,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,-0.417712899430197,7,7,6,6,5,-0.48614304245916,4,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,33,40,7,1,80,-0.251314428280906,-0.806087669376791,0.266447368421053,0.171052631578947,-1.18298093899886,-0.754934210526316,-0.47203947368421,0.0411184210526319,-0.534539473684211,-0.375,-0.383212194408368,0.0296052631578947,0,-0.790760267594673,-0.71468152313089,-0.494579046209363,-0.538078770897732,-0.451927970944679
"25",25,225,22,2,0,2,16,2,9,48,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1.40722290104071,0.5920005915064,7,7,7,7,6,0.576417812248414,4,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32,49,7,8,80,-0.510825623765991,0.877175862532812,0.240131578947368,0.134868421052632,1.22069182573368,-0.205592105263158,-1.14967105263158,1.16118421052632,-1.08059210526316,-0.0394736842105265,0.617142612087771,0.0197368421052628,1,0.905003433451421,0.00668013145207447,0.112753983463331,0.858547101598507,0.584209201877407
"26",26,226,22,2,0,2,16,5,10,49,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,0.0871438460381012,7,7,5,7,4,-0.48614304245916,3,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,23,47,7,8,80,-0.251314428280906,1.32287633914103,0.243421052631579,0.194078947368421,1.01180121641764,0.699013157894736,0.603618421052632,1.49013157894737,0.580592105263158,1.13815789473684,1.23099669789222,0.75,0,1.18855808448363,-0.0080190936036405,0.160084310826528,-0.369793189074966,-0.199499598210529
"27",27,227,22,2,0,2,16,6,11,50,0,1,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1.40722290104071,-0.417712899430197,6,7,7,7,7,0.0451373848946272,6,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,37,51,7,11,80,-0.510825623765991,1.63319308709955,0.25,0.125,0.983186064456538,0.18421052631579,0.498355263157895,2.27796052631579,1.13815789473684,0.868421052631579,1.23099669789222,0.764802631578948,1,1.28245861648277,0.111223755544865,0.325181983082736,0.344882462168379,-0.186287757267785
"28",28,228,22,2,0,2,16,15,12,51,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,-1.42742639036679,4,5,4,4,2,-2.07998432452052,1,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,37,49,7,5,80,-0.251314428280906,0.018809603438069,0.279605263157895,0.157894736842105,0.193407870330131,-1.61184210526316,-0.356907894736842,-1.42434210526316,-0.309210526315789,-0.200657894736842,-1.07560653361541,-0.873355263157894,0,-0.287796353282402,-0.349263245575847,-0.00055297916672982,-1.40593036189705,-1.75370535744366
"29",29,229,22,2,0,2,16,16,13,52,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,-1.42742639036679,6,7,5,5,4,-2.07998432452052,2,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,39,54,7,4,80,-0.251314428280906,-0.806087669376791,0.253289473684211,0.184210526315789,-1.20873457576385,0.442434210526316,0.328947368421053,-0.386513157894736,0.152960526315789,0.0361842105263159,0.0528928968533787,-0.00986842105263097,0,-0.653976449429088,-0.499719070617558,-0.259529089815746,-1.40593036189705,-1.75370535744366
"30",30,230,22,2,0,2,16,11,14,53,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1.40722290104071,0.5920005915064,7,8,6,7,8,1.1076982396022,5,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,31,52,7,9,80,-0.510825623765991,1.14615801181023,0.236842105263158,0.138157894736842,1.48967425416804,0.610197368421052,0.72532894736842,0.0838815789473681,0.758223684210526,0.523026315789473,1.07391619108704,0.521381578947368,1,1.23658281902177,-0.0158368701716536,0.0999218331327208,1.0356405773831,0.849849415554301
"31",31,231,22,2,0,2,16,12,15,54,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,-0.71038037080384,-0.922569644898496,5,5,4,5,4,-1.01742346981295,2,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26,52,7,0,80,-0.251314428280906,-0.806087669376791,0.253289473684211,0.184210526315789,-0.782368811543436,0.0345394736842106,-0.0131578947368425,-0.856907894736842,0.103618421052631,0.0394736842105265,-0.77177976387381,-0.37171052631579,0,-0.786745414931346,-0.633213804309856,-0.482437713252639,-0.883457828505094,-0.969996557355721
"32",32,232,22,2,0,2,16,3,16,55,0,1,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1.40722290104071,0.0871438460381012,7,7,7,7,7,0.576417812248414,6,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,26,54,7,6,80,-0.510825623765991,0.128078202481481,0.220394736842105,0.154605263157895,0.937401821318774,0.629934210526316,0.105263157894737,1.62335526315789,0.28125,0.259868421052632,1.05324770334952,0.273026315789473,1,0.706242575716591,-0.0494550371434844,0.0472343173362376,0.690261519775741,0.331780829143258
"33",33,233,23,3,0,2,16,5,1,40,0,1,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1.40722290104071,-0.417712899430197,7,6,6,6,7,1.1076982396022,6,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,44,8,4,80,0,-0.806087669376791,0.236842105263158,0.263157894736842,-1.00556699684003,0.228618421052632,-0.370065789473684,0.373355263157895,-0.472039473684211,0.0296052631578947,-0.505156272059757,-0.151315789473684,1,-0.772270312758859,-0.110365185819035,0.0504422480959987,0.69906941373757,0.344992670086002
