"","X","iid","id","gender","wave","round","order","partner","pid","match","sameRace","age","fieldCD","race","imprace","imprelig","goal","date","goOut","careerCD","exphappy","expnum","attrPref","sincPref","intelPref","funPref","ambPref","sharPref","decRating","attrRating","sincRating","intelRating","funRating","ambRating","sharRating","likeRating","probRating","met","youCall","themCall","dateAfter","numDatesAfter","careerLaw","careerAcad","careerPsych","careerMed","careerEngin","careerCreative","careerCorp","careerRealEstate","careerIntAffairs","careerUnd","careerSpeech","careerPolitics","careerSports","careerOther","careerJourn","careerArch","date3","date4","date5","date6","date7","fieldLaw","fieldMath","fieldSocialSci","fieldMed","fieldEngin","fieldEng","fieldHum","fieldBusEconFin","fieldEducAca","fieldSci","fieldSocWork","fieldUnd","fieldPoliSci","fieldFilm","fieldArts","fieldLang","fieldArch","fieldOther","goalfunNight","goalMeetNew","goalGetDate","goalSerRel","goalSayDid","goalOther","goOut1","goOut2","goOut3","goOut4","raceBlack","raceWhite","raceLatino","raceAsian","raceNativeAmer","raceOther"
"11",211,21,1,0,2,16,4,11,50,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,0,5,7,7,7,7,6,6,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"12",212,21,1,0,2,16,13,12,51,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,0,7,4,6,4,4,2,2,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"13",213,21,1,0,2,16,14,13,52,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,0,5,8,8,5,8,2,6,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"14",214,21,1,0,2,16,9,14,53,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,0,6,8,7,7,7,2,6,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"15",215,21,1,0,2,16,10,15,54,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,0,6,8,7,6,8,2,6,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"16",216,21,1,0,2,16,1,16,55,0,0,21,5,4,8,10,6,7,4,10,5,0,12,18,20,16,16,18,0,5,9,9,8,9,5,8,3,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"17",217,22,2,0,2,16,8,1,40,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,5,7,7,6,7,5,6,4,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"18",218,22,2,0,2,16,9,2,41,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,4,7,6,6,7,2,3,3,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"19",219,22,2,0,2,16,10,3,42,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,5,6,6,5,6,3,3,2,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"20",220,22,2,0,2,16,13,4,43,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,5,7,7,5,7,3,4,3,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"21",221,22,2,0,2,16,1,5,44,1,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1,6,8,8,7,7,6,6,6,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"22",222,22,2,0,2,16,4,6,45,1,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1,6,7,7,4,6,6,6,6,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"23",223,22,2,0,2,16,7,7,46,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1,8,7,7,7,6,7,7,4,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"24",224,22,2,0,2,16,14,8,47,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,5,7,7,6,6,5,5,4,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"25",225,22,2,0,2,16,2,9,48,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1,7,7,7,7,7,6,7,4,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"26",226,22,2,0,2,16,5,10,49,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,6,7,7,5,7,4,5,3,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"27",227,22,2,0,2,16,6,11,50,0,1,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1,5,6,7,7,7,7,6,6,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"28",228,22,2,0,2,16,15,12,51,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,3,4,5,4,4,2,2,1,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"29",229,22,2,0,2,16,16,13,52,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,3,6,7,5,5,4,2,2,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"30",230,22,2,0,2,16,11,14,53,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1,7,7,8,6,7,8,8,5,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"31",231,22,2,0,2,16,12,15,54,0,0,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,0,4,5,5,4,5,4,4,2,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"32",232,22,2,0,2,16,3,16,55,0,1,27,9,1,1,2,1,6,2,5,4,2,20,20,20,10,10,20,1,6,7,7,7,7,7,7,6,2,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"33",233,23,3,0,2,16,5,1,40,0,1,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1,5,7,6,6,6,7,8,6,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"34",234,23,3,0,2,16,6,2,41,0,1,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,0,5,7,7,6,6,7,7,6,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"35",235,23,3,0,2,16,7,3,42,0,1,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1,6,6,7,6,6,6,6.5,5,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"36",236,23,3,0,2,16,10,4,43,1,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1,5,7,8,6,6,7,7,6,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"37",237,23,3,0,2,16,14,5,44,1,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1,7,7,7,6,6,9,9,10,1,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"38",238,23,3,0,2,16,1,6,45,1,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1,6,7,7,6,7,5,7,5,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"39",239,23,3,0,2,16,4,7,46,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1,7,6,7,7,7,6,7,5,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"40",240,23,3,0,2,16,11,8,47,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,0,5,6,7,6,6,6,6,5,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"41",241,23,3,0,2,16,15,9,48,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,0,6,6,6,8,6,5,6,5,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"42",242,23,3,0,2,16,2,10,49,0,1,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1,7,7,6,7,6,7,8,6,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"43",243,23,3,0,2,16,3,11,50,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,1,6,6,7,8,8,7,7,5,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"44",244,23,3,0,2,16,12,12,51,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,0,7,6,5,4,4,4,6,4,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"45",245,23,3,0,2,16,13,13,52,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,0,6,6,5,7,5,6,6,5,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"46",246,23,3,0,2,16,8,14,53,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,0,6,7,7,7,7,6,6,5,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"47",247,23,3,0,2,16,9,15,54,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,0,6,7,6,6,5,5,6,4,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"48",248,23,3,0,2,16,16,16,55,0,0,21,3,4,9,6,1,3,1,3,5,3,10,20,40,10,10,10,0,6,8,7,6,7,5,6,5,2,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"49",249,24,4,0,2,16,11,1,40,0,0,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,5,6,7,7,7,6,6,3,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"50",250,24,4,0,2,16,12,2,41,0,0,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,7,8,7,7,8,6,8,4,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"51",251,24,4,0,2,16,13,3,42,0,0,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,6,8,7,7,7,6,7,5,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"52",252,24,4,0,2,16,16,4,43,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,7,8,8,8,7,6,7,5,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"53",253,24,4,0,2,16,4,5,44,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,5,8,8,7,8,6,7,7,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"54",254,24,4,0,2,16,7,6,45,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,7,7,8,7,8,6,8,6,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"55",255,24,4,0,2,16,10,7,46,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,1,9,8,7,8,7,8,8,7,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"56",256,24,4,0,2,16,1,8,47,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,5,7,7,7,7,7,7,7,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"57",257,24,4,0,2,16,5,9,48,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,7,7,7,8,7,6,7,6,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"58",258,24,4,0,2,16,8,10,49,0,0,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,6,7,7,8,7,6,6,5,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"59",259,24,4,0,2,16,9,11,50,0,0,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,6,8,7,8,7,6,7,7,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"60",260,24,4,0,2,16,2,12,51,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,6,6,8,7,8,6,7,7,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"61",261,24,4,0,2,16,3,13,52,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,4,7,7,6,8,7,7,6,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"62",262,24,4,0,2,16,14,14,53,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,1,8,7,7,7,8,8,8,7,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"63",263,24,4,0,2,16,15,15,54,0,1,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,6,8,7,8,8,8,7,6,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"64",264,24,4,0,2,16,6,16,55,0,0,27,11,2,2,3,2,6,4,9,5,3,10,20,20,15,20,15,0,8,7,7,7,7,2,6,4,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"65",265,25,5,0,2,16,13,1,40,0,0,25,11,2,10,2,1,5,2,9,5,4,20,20,15,15,15,15,0,7,8,9,6,8,5,6,4,2,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
