"","X.2","X.1","X","iid_W","id_W","wave_W","partner_W","pid_W","samerace_W","match","gender_W","order_W","age_W","tuition_W","race_W","imprace_W","imprelig_W","income_W","goal_W","date_W","go_out_W","sportsAct_W","tvsportsAct_W","exerciseAct_W","diningAct_W","museumsAct_W","artAct_W","hikingAct_W","gamingAct_W","clubbingAct_W","readingAct_W","tvAct_W","theaterAct_W","moviesAct_W","concertsAct_W","musicAct_W","shoppingAct_W","yogaAct_W","exphappy_W","attrPref_W","sincPref_W","intelPref_W","funPref_W","ambPref_W","sharPref_W","dec_W","attrRating_W_of_M","sincRating_W_of_M","intelRating_W_of_M","funRating_W_of_M","ambRating_W_of_M","sharRating_W_of_M","likeRating_W_of_M","prob_W","met_W","goalMeetNew_W","goalFunNight_W","goalOther_W","goalGetDate_W","goalSeriousRel_W","goalSayDid_W","date7_W","date5_W","date3_W","date4_W","date6_W","date1_W","date2_W","raceAsian_W","raceWhite_W","rateOther_W","raceLatino_W","raceBlack_W","go_out1_W","go_out4_W","go_out2_W","go_out3_W","go_out7_W","go_out5_W","go_out6_W","fieldLaw_W","fieldMath_W","fieldPoliSci_W","fieldBusiness_W","fieldEngin_W","fieldAcademia_W","fieldSocialSci_W","fieldSocialWork_W","fieldUndecided_W","fieldMedicine_W","fieldHistReligPhil_W","fieldEnglish_W","fieldScience_W","fieldFilm_W","fieldLanguages_W","fieldArts_W","fieldArch_W","fieldOther_W","careerCreative_W","careerLaw_W","careerInternational_W","careerAcademic_W","careerFinance_W","careerUndecided_W","careerEngineer_W","careerPsychology_W","careerMedicine_W","careerSports_W","careerSocialWork_W","careerRealEstate_W","careerOther_W","careerSpeech_W","careerArch_W","careerPolitics_W","careerJourn_W","activityAvg_W","raterDecSum_W","decSum_W","attrRatingAvg_W_of_M","sincRatingAvg_W_of_M","intelRatingAvg_W_of_M","funRatingAvg_W_of_M","ambRatingAvg_W_of_M","sharRatingAvg_W_of_M","likeRatingAvg_W_of_M","decAvg_W_of_M","raterDecAvg_W","attrRatingGuess_W_of_M","sincRatingGuess_W_of_M","intelRatingGuess_W_of_M","funRatingGuess_W_of_M","ambRatingGuess_W_of_M","sharRatingGuess_W_of_M","likeRatingGuess_W_of_M","gender_M","order_M","age_M","tuition_M","race_M","imprace_M","imprelig_M","income_M","goal_M","date_M","go_out_M","sportsAct_M","tvsportsAct_M","exerciseAct_M","diningAct_M","museumsAct_M","artAct_M","hikingAct_M","gamingAct_M","clubbingAct_M","readingAct_M","tvAct_M","theaterAct_M","moviesAct_M","concertsAct_M","musicAct_M","shoppingAct_M","yogaAct_M","exphappy_M","attrPref_M","sincPref_M","intelPref_M","funPref_M","ambPref_M","sharPref_M","dec_M","attrRating_M_of_W","sincRating_M_of_W","intelRating_M_of_W","funRating_M_of_W","ambRating_M_of_W","sharRating_M_of_W","likeRating_M_of_W","prob_M","met_M","goalMeetNew_M","goalFunNight_M","goalOther_M","goalGetDate_M","goalSeriousRel_M","goalSayDid_M","date7_M","date5_M","date3_M","date4_M","date6_M","date1_M","date2_M","raceAsian_M","raceWhite_M","rateOther_M","raceLatino_M","raceBlack_M","go_out1_M","go_out4_M","go_out2_M","go_out3_M","go_out7_M","go_out5_M","go_out6_M","fieldLaw_M","fieldMath_M","fieldPoliSci_M","fieldBusiness_M","fieldEngin_M","fieldAcademia_M","fieldSocialSci_M","fieldSocialWork_M","fieldUndecided_M","fieldMedicine_M","fieldHistReligPhil_M","fieldEnglish_M","fieldScience_M","fieldFilm_M","fieldLanguages_M","fieldArts_M","fieldArch_M","fieldOther_M","careerCreative_M","careerLaw_M","careerInternational_M","careerAcademic_M","careerFinance_M","careerUndecided_M","careerEngineer_M","careerPsychology_M","careerMedicine_M","careerSports_M","careerSocialWork_M","careerRealEstate_M","careerOther_M","careerSpeech_M","careerArch_M","careerPolitics_M","careerJourn_M","activityAvg_M","raterDecSum_M","decSum_M","attrRatingAvg_M_of_W","sincRatingAvg_M_of_W","intelRatingAvg_M_of_W","funRatingAvg_M_of_W","ambRatingAvg_M_of_W","sharRatingAvg_M_of_W","likeRatingAvg_M_of_W","decAvg_M_of_W","raterDecAvg_M","attrRatingGuess_M_of_W","sincRatingGuess_M_of_W","intelRatingGuess_M_of_W","funRatingGuess_M_of_W","ambRatingGuess_M_of_W","sharRatingGuess_M_of_W","likeRatingGuess_M_of_W","raceAsian_M_Cross_raceAsian_W","raceAsian_M_Cross_raceWhite_W","raceAsian_M_Cross_raceLatino_W","raceAsian_M_Cross_raceBlack_W","raceWhite_M_Cross_raceAsian_W","raceWhite_M_Cross_raceWhite_W","raceWhite_M_Cross_raceLatino_W","raceWhite_M_Cross_raceBlack_W","raceLatino_M_Cross_raceAsian_W","raceLatino_M_Cross_raceWhite_W","raceBlack_M_Cross_raceAsian_W","raceBlack_M_Cross_raceWhite_W","careerCreative_M_Cross_careerInternational_W","careerCreative_M_Cross_careerAcademic_W","careerCreative_M_Cross_careerFinance_W","careerLaw_M_Cross_careerCreative_W","careerLaw_M_Cross_careerLaw_W","careerLaw_M_Cross_careerInternational_W","careerLaw_M_Cross_careerAcademic_W","careerLaw_M_Cross_careerFinance_W","careerFinance_M_Cross_careerCreative_W","careerFinance_M_Cross_careerLaw_W","careerFinance_M_Cross_careerInternational_W","careerFinance_M_Cross_careerAcademic_W","careerFinance_M_Cross_careerFinance_W","careerFinance_M_Cross_careerUndecided_W","careerFinance_M_Cross_careerPsychology_W","careerFinance_M_Cross_careerMedicine_W","careerFinance_M_Cross_careerSocialWork_W","careerUndecided_M_Cross_careerAcademic_W","careerMedicine_M_Cross_careerAcademic_W","fieldLaw_M_Cross_fieldLaw_W","fieldLaw_M_Cross_fieldAcademia_W","fieldLaw_M_Cross_fieldSocialSci_W","fieldLaw_M_Cross_fieldSocialWork_W","fieldPoliSci_M_Cross_fieldPoliSci_W","fieldPoliSci_M_Cross_fieldBusiness_W","fieldPoliSci_M_Cross_fieldAcademia_W","fieldPoliSci_M_Cross_fieldScience_W","fieldBusiness_M_Cross_fieldLaw_W","fieldBusiness_M_Cross_fieldPoliSci_W","fieldBusiness_M_Cross_fieldBusiness_W","fieldBusiness_M_Cross_fieldEngin_W","fieldBusiness_M_Cross_fieldAcademia_W","fieldBusiness_M_Cross_fieldSocialSci_W","fieldBusiness_M_Cross_fieldSocialWork_W","fieldBusiness_M_Cross_fieldEnglish_W","fieldBusiness_M_Cross_fieldScience_W","fieldBusiness_M_Cross_fieldLanguages_W","fieldEngin_M_Cross_fieldEngin_W","fieldEngin_M_Cross_fieldAcademia_W","fieldEngin_M_Cross_fieldSocialSci_W","fieldEngin_M_Cross_fieldSocialWork_W","fieldEngin_M_Cross_fieldEnglish_W","fieldEngin_M_Cross_fieldScience_W","fieldEngin_M_Cross_fieldLanguages_W","fieldScience_M_Cross_fieldPoliSci_W","fieldScience_M_Cross_fieldBusiness_W","fieldScience_M_Cross_fieldHistReligPhil_W","fieldScience_M_Cross_fieldScience_W"
"167",167,167,167,151,10,7,11,168,0,0,0,8,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,6,3,7,4,5,4,4,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,3,4.8,7.66666666666667,7.73333333333333,6.6,6.73333333333333,5.66666666666667,5.8,0.2,0.133333333333333,4.81920229717322,6.99212678594415,6.94454577913677,5.93448644942558,5.86231332605688,5.82189379078328,5.85970388440867,1,8,23,25,4,1,1,22,1,4,2,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,11.11,17.78,17.78,17.78,17.78,17.78,1,9,8,7,7,8,7,8,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.17647058823529,10,14,8.66666666666667,8.13333333333333,7.46666666666667,7.8,6.8,5.93333333333333,7.53333333333333,0.866666666666667,0.6,8.5356385881768,7.78204624837128,7.15374746812207,8.12853830230245,6.48880911173547,6.2368787117423,7.97740399957751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"168",168,168,168,151,10,7,12,169,1,0,0,2,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,7,8,7,7,7,6,7,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,13,8.13333333333333,8.06666666666667,8.46666666666667,7.73333333333333,7.53333333333333,6.86666666666667,7.66666666666667,0.866666666666667,0.133333333333333,8.36867986610662,6.93367176204752,7.71975069039157,6.8778784844379,6.48485278761912,6.86418781871276,7.45080889327706,1,2,28,25,2,2,3,31,2,6,2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,17.78,20,17.78,15.56,15.56,13.33,1,9,9,9,9,8,7,9,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29411764705882,6,14,8.66666666666667,8.06666666666667,7.33333333333333,7.66666666666667,6.8,5.93333333333333,7.46666666666667,0.866666666666667,0.333333333333333,10,8.86121694217341,8.18371946711992,8.89097252867397,7.92808494163286,6.35226886900747,8.50879375493757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"169",169,169,169,151,10,7,13,170,0,0,0,1,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,3,8,8,3,7,2,4,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,0,4.53333333333333,7.26666666666667,8.13333333333333,5.26666666666667,7.6,5.53333333333333,5.6,0,0.133333333333333,4.76119449579554,6.38442051213099,7.23646093740341,4.50482522450304,6.44240482132484,5.87381696216495,5.58506517090004,1,1,28,25,4,2,1,42,1,5,3,2,1,8,8,8,8,5,3,1,9,8,7,8,6,8,4,5,6,16.28,20.93,18.6,18.6,13.95,11.63,1,8,7,7,8,7,5,7,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.82352941176471,13,14,8.73333333333333,8.2,7.46666666666667,7.73333333333333,6.86666666666667,6.06666666666667,7.6,0.866666666666667,0.8,8.04113021170046,7.6685061495819,6.87173188897662,7.26127249421297,6.47677662192459,6.27429547416229,7.37226772884718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"170",170,170,170,151,10,7,14,171,1,0,0,6,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,5,7,6,5,7,6,5,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,5,5.86666666666667,7.8,8.33333333333333,6.06666666666667,7.46666666666667,5.4,6.53333333333333,0.333333333333333,0.133333333333333,5.91314726294143,6.9791486343407,7.6018736352961,5.3077646681718,6.50507603205651,4.2905496401982,6.68492806543968,1,6,29,25,2,1,1,42,1,4,2,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,19.57,10.87,19.57,19.57,19.57,10.87,1,9,9,8,8,7,6,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,8.66666666666667,8.06666666666667,7.4,7.73333333333333,6.86666666666667,6,7.53333333333333,0.866666666666667,0.866666666666667,8.99848139779237,8.2318606556771,8.04969037565276,8.38633326031967,8.04736725379024,6.32746154016064,8.07732903272055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",171,171,171,151,10,7,15,172,1,0,0,10,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,7,8,7,6,7,8,7,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,8,6.93333333333333,7.93333333333333,8.13333333333333,7.73333333333333,8.06666666666667,6.8,7.53333333333333,0.533333333333333,0.133333333333333,6.86525936700992,6.93866548977137,7.34441122391183,9.87972497602448,7.2049586369859,8.46284129056088,7.57299012055276,1,10,27,25,2,5,7,42,1,3,1,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,17.78,17.78,22.22,20,15.56,6.67,1,8,7,8,6,8,6,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.29411764705882,9,14,8.73333333333333,8.2,7.4,7.86666666666667,6.8,6,7.66666666666667,0.866666666666667,0.533333333333333,7.86599239127543,7.2562777655683,7.18570688907868,6.30819921020631,6.56228681232985,6.51481600778089,6.97301619926446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",172,172,172,151,10,7,16,173,1,1,0,7,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,1,8,7,8,9,6,10,9,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,6,6,7.46666666666667,8.13333333333333,7.33333333333333,7.33333333333333,6.33333333333333,6.6,0.333333333333333,0.0666666666666667,5.94304804542433,6.63792715036746,7.27489192190668,6.23049056741239,6.40456304335392,5.80248008485623,6.19731491010956,1,7,22,25,2,5,7,42,1,4,1,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,18.37,18.37,20.41,20.41,16.33,6.12,1,9,8,7,8,7,7,8,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,8,14,8.66666666666667,8.13333333333333,7.46666666666667,7.73333333333333,6.86666666666667,5.93333333333333,7.53333333333333,0.866666666666667,0.466666666666667,7.90151657653193,7.46524119649133,6.32461480023967,7.46755693840695,6.24419658367315,5.84227317353561,6.9354301201746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173",173,173,173,151,10,7,2,159,1,0,0,15,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,3,7,7,4,6,5,6,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,2,4.2,7.2,8.06666666666667,6,7.2,4.73333333333333,5,0.133333333333333,0.133333333333333,4.40403085848243,6.30243017843783,7.28952378385411,5.17927078714228,6.17855047722841,4.45501653689356,4.52015513884554,1,15,28,25,2,7,2,42,1,6,2,7,7,6,9,9,8,6,4,5,8,7,7,9,8,9,7,2,6,15.91,20.45,20.45,20.45,11.36,11.36,1,8,8,7,7,7,6,7,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94117647058824,9,14,8.73333333333333,8.13333333333333,7.46666666666667,7.8,6.86666666666667,6,7.6,0.866666666666667,0.533333333333333,8.88733391514722,8.40556496591054,7.12944344016594,7.66089858351035,6.25184360730523,6.04414570250551,8.26052458231568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"174",174,174,174,151,10,7,3,160,0,0,0,4,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,8,6,8,7,7,6,6,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,4,7.33333333333333,7.46666666666667,7.4,8.06666666666667,7.93333333333333,6.13333333333333,6.8,0.266666666666667,0.133333333333333,7.30970226873079,6.82199991142218,6.54946411756109,7.75414221531342,7.24735271104247,5.97674639614338,6.61910136786314,1,4,29,25,1,3,4,28,2,5,2,9,8,10,6,6,4,3,4,8,6,3,7,9,6,9,3,2,6,16,18,18,18,14,16,1,8,8,7,8,7,8,8,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.05882352941176,8,14,8.73333333333333,8.13333333333333,7.46666666666667,7.73333333333333,6.86666666666667,5.86666666666667,7.53333333333333,0.866666666666667,0.466666666666667,8.68564591099114,9.1286182806631,8.1633880017163,8.14872215518331,8.02348167553954,6.43225668013747,7.06693250621809,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",175,175,175,151,10,7,4,161,1,0,0,16,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,9,7,8,8,7,7,9,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,11,7.66666666666667,7.46666666666667,8,7.73333333333333,7.26666666666667,6.26666666666667,7.13333333333333,0.733333333333333,0.133333333333333,7.63568486478784,6.64243396447606,7.14818151320329,6.88868572074971,6.19436457332474,6.22652513883788,6.74844462509107,1,16,22,25,2,6,2,53,2,4,2,9,9,9,8,7,6,7,7,9,9,8,6,8,6,9,6,2,7,16.67,18.75,18.75,18.75,18.75,8.33,1,10,8,8,9,8,5,8,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.35294117647059,3,14,8.6,8.13333333333333,7.4,7.66666666666667,6.8,6.06666666666667,7.53333333333333,0.866666666666667,0.133333333333333,8.74768126767311,8.52530679436538,8.15002160298744,8.22563268529264,6.42066777573537,5.91560372880514,7.09735565853139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"176",176,176,176,151,10,7,5,162,0,1,0,9,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,1,9,8,7,7,6,9,8,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,4,5.53333333333333,6.66666666666667,7.93333333333333,5.86666666666667,7.26666666666667,5.66666666666667,5.86666666666667,0.2,0.0666666666666667,5.48106869508865,5.67923966470353,7.19405719578659,4.83770868058256,6.34704001160392,4.73140340669432,5.4932380791612,1,9,27,25,4,1,1,42,2,6,2,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,4,15.22,15.22,19.57,17.39,13.04,19.57,1,8,7,7,7,6,9,9,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.76470588235294,6,14,8.73333333333333,8.2,7.46666666666667,7.8,6.93333333333333,5.8,7.46666666666667,0.866666666666667,0.333333333333333,7.83958384789728,7.4142530807244,6.59924668767501,6.68858608819955,6.78010410654503,4.68663017040855,6.20985387157906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"177",177,177,177,151,10,7,6,163,1,0,0,12,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,7,5,7,8,7,7,7.5,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,8,6.86666666666667,7.86666666666667,7.73333333333333,7.2,7,6.66666666666667,6.93333333333333,0.533333333333333,0.133333333333333,6.86300235224605,6.9744353434315,6.87160676251771,6.28504524006279,5.99717951964764,7.51088297315929,6.76134269814826,1,12,26,25,2,1,1,56,4,3,3,6,2,2,4,8,8,4,1,1,8,1,6,6,4,6,2,1,2,12,20,20,20,16,12,1,8,9,8,7,6,5,8,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11764705882353,6,14,8.73333333333333,8.06666666666667,7.4,7.8,6.93333333333333,6.06666666666667,7.53333333333333,0.866666666666667,0.333333333333333,9.14063747113731,8.39486994271935,7.30698849027961,8.12846979455607,6.71965099755865,5.86673087327079,7.7386552407525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",178,178,178,151,10,7,7,164,1,0,0,3,28,25,2,1,2,42,3,3,1,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,3,14.55,16.36,18.18,18.18,16.36,16.36,0,6,8,8,5,7,8,7,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64705882352941,2,6,6.73333333333333,7.8,8.13333333333333,7.13333333333333,6.86666666666667,6.2,6.8,0.4,0.133333333333333,6.97481543265157,6.92883310288249,7.30585088655115,6.36989697613844,6.06169070390115,6.06476269083958,6.5516817158692,1,3,27,25,2,1,1,31,1,6,2,7,5,5,6,7,7,7,1,3,7,2,5,6,4,6,2,2,5,20.51,23.08,20.51,17.95,2.56,15.38,1,9,9,7,9,7,6,7,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82352941176471,5,14,8.66666666666667,8.06666666666667,7.46666666666667,7.66666666666667,6.86666666666667,6,7.6,0.866666666666667,0.266666666666667,8.92943795341928,8.43382306277794,7.97181881719009,8.14313536436951,6.88065912296498,5.22322397536977,8.06458482409382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
