"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal.2","goal.1","goal.6","goal.3","goal.4","goal.5","date.7","date.5","date.3","date.4","date.6","date.1","date.2","race.4","race.2","race.6","race.3","race.1","go_out.1","go_out.4","go_out.2","go_out.3","go_out.7","go_out.5","go_out.6","field_cd.1","field_cd.2","field_cd.13","field_cd.8","field_cd.5","field_cd.9","field_cd.3","field_cd.11","field_cd.12","field_cd.4","field_cd.7","field_cd.6","field_cd.10","field_cd.14","field_cd.16","field_cd.15","field_cd.17","field_cd.18","career_c.6","career_c.1","career_c.9","career_c.2","career_c.7","career_c.10","career_c.5","career_c.3","career_c.4","career_c.14","career_c.11","career_c.8","career_c.15","career_c.12","career_c.17","career_c.13","career_c.16","activityAvg","raterCount","rateeCount","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj","raterDecSum","raterAttrSum","raterSincSum","raterIntelSum","raterFunSum","raterAmbSum","raterSharSum","raterLikeSum","raterProbSum","rateeDecSum","rateeAttrSum","rateeSincSum","rateeIntelSum","rateeFunSum","rateeAmbSum","rateeSharSum","rateeLikeSum","rateeProbSum","goal.2.yRaterAvg","goal.2.yRateeAvg","decRaterAvg","decRateeAvg","decRaterAvgExc","decRateeAvgExc","decRaterAdj","decRateeAdj","attrRaterAvg","attrRateeAvg","attrRaterAvgExc","attrRateeAvgExc","attrRaterAdj","attrRateeAdj","sincRaterAvg","sincRateeAvg","sincRaterAvgExc","sincRateeAvgExc","sincRaterAdj","sincRateeAdj","intelRaterAvg","intelRateeAvg","intelRaterAvgExc","intelRateeAvgExc","intelRaterAdj","intelRateeAdj","funRaterAvg","funRateeAvg","funRaterAvgExc","funRateeAvgExc","funRaterAdj","funRateeAdj","ambRaterAvg","ambRateeAvg","ambRaterAvgExc","ambRateeAvgExc","ambRaterAdj","ambRateeAdj","sharRaterAvg","sharRateeAvg","sharRaterAvgExc","sharRateeAvgExc","sharRaterAdj","sharRateeAdj","likeRaterAvg","likeRateeAvg","likeRaterAvgExc","likeRateeAvgExc","likeRaterAdj","likeRateeAdj","probRaterAvg","probRateeAvg","probRaterAvgExc","probRateeAvgExc","probRaterAdj","probRateeAdj"
"1191",190,7,1,8,10,3,5,178,0,0.01,0,2,25,13,25,2,1,1,42,2,7,3,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,8,4,15.56,20,20,20,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,7,7,7,7,0,3,9,8,9,7,9,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,10,10,1.94,2.94,-2.06,-3.06,-3.06,0.94,-0.06,3.94,2.94,-3.06,-1.06,1.94,3.94,4.94,-2.06,-4.06,6,60,62,68,74,58,55,54,46,3,41,69,67,54,62,59,51,48,0.6,0.3,0.6,0.3,0.67,0.33,-0.67,-0.33,6,4.1,6.33,4.22,-3.33,-1.22,6.2,6.9,5.89,6.67,3.11,2.33,6.8,6.7,6.67,6.56,1.33,1.44,7.4,5.4,7.22,5,1.78,4,5.8,6.2,5.67,6.11,1.33,0.89,5.5,5.9,5.11,5.56,3.89,3.44,5.4,5.1,5.44,5.11,-0.44,-0.11,4.6,4.8,4.56,4.78,0.44,0.22
"1192",191,8,1,8,10,9,5,178,0,0.51,0,2,28,8,25,2,6,1,42,5,4,2,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,4,4,20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,7,7,6,7,0,5,8,7,7,5,5,6,7,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.94,10,10,-3.94,2.06,3.06,1.06,1.06,1.06,-3.94,3.06,2.06,-1.94,-0.94,3.06,-0.94,2.06,-3.94,2.06,4,60,78,74,69,71,63,58,64,3,41,69,67,54,62,59,51,48,0.4,0.3,0.4,0.3,0.44,0.33,-0.44,-0.33,6,4.1,6.11,4,-1.11,1,7.8,6.9,7.78,6.78,0.22,1.22,7.4,6.7,7.44,6.67,-0.44,0.33,6.9,5.4,6.89,5.22,0.11,1.78,7.1,6.2,7.33,6.33,-2.33,-1.33,6.3,5.9,6.44,6,-1.44,-1,5.8,5.1,5.78,5,0.22,1,6.4,4.8,6.33,4.56,0.67,2.44
"1193",192,9,1,8,10,10,5,178,0,-0.11,0,2,24,8,25,2,2,7,97,1,6,2,7,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,4,4,19.57,19.57,15.22,17.39,15.22,13.04,14,18,14,20,18,16,7,10,9,9,0,4,7,6,6,6,4,5,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.47,10,10,-0.47,1.53,1.53,-2.47,-3.47,0.53,2.53,1.53,3.53,0.53,-2.47,0.53,1.53,2.53,-1.47,-0.47,2,53,75,71,58,64,39,54,56,3,41,69,67,54,62,59,51,48,0.2,0.3,0.2,0.3,0.22,0.33,-0.22,-0.33,5.3,4.1,5.44,4.11,-1.44,-0.11,7.5,6.9,7.56,6.89,-0.56,0.11,7.1,6.7,7.22,6.78,-1.22,-0.78,5.8,5.4,5.78,5.33,0.22,0.67,6.4,6.2,6.44,6.22,-0.44,-0.22,3.9,5.9,3.89,6.11,0.11,-2.11,5.4,5.1,5.44,5.11,-0.44,-0.11,5.6,4.8,5.78,4.89,-1.78,-0.89
"1194",193,10,1,8,10,4,5,178,0,0.27,1,2,25,1,25,4,2,2,35,1,6,2,1,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,4,4,20.93,16.28,23.26,16.28,11.63,11.63,26.32,13.16,13.16,26.32,13.16,7.89,7,9,5,10,0,3,9,9,6,10,9,8,8,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12,10,10,2.88,-0.12,1.88,1.88,0.88,-6.12,-6.12,-3.12,2.88,2.88,2.88,2.88,1.88,1.88,1.88,-2.12,4,56,87,80,59,79,74,76,70,3,41,69,67,54,62,59,51,48,0.4,0.3,0.4,0.3,0.44,0.33,-0.44,-0.33,5.6,4.1,5.89,4.22,-2.89,-1.22,8.7,6.9,8.67,6.67,0.33,2.33,8,6.7,7.89,6.44,1.11,2.56,5.9,5.4,5.89,5.33,0.11,0.67,7.9,6.2,7.67,5.78,2.33,4.22,7.4,5.9,7.22,5.56,1.78,3.44,7.6,5.1,7.56,4.78,0.44,3.22,7,4.8,6.89,4.44,1.11,3.56
"1195",184,1,1,8,10,7,6,179,0,0.38,0,2,34,8,25,2,1,1,32,2,4,2,7,5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8,9,4,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,1,10,10,10,10,10,5,8,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.71,10,10,-3.71,-1.71,2.29,2.29,1.29,2.29,-2.71,2.29,2.29,-2.71,3.29,2.29,-0.71,0.29,-3.71,2.29,6,89,99,98,84,93,77,78,66,8,80,78,83,82,77,63,74,64,0.6,0.8,0.6,0.8,0.56,0.78,0.44,0.22,8.9,8,8.78,7.78,1.22,2.22,9.9,7.8,9.89,7.56,0.11,2.44,9.8,8.3,9.78,8.11,0.22,1.89,8.4,8.2,8.22,8,1.78,2,9.3,7.7,9.22,7.44,0.78,2.56,7.7,6.3,8,6.44,-3,-1.44,7.8,7.4,7.78,7.33,0.22,0.67,6.6,6.4,6.78,6.56,-1.78,-1.56
"1196",185,2,1,8,10,3,6,179,0,0.41,0,2,25,2,25,4,3,4,42,1,7,4,6,8,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9,6,4,16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,10,10,7,8,1,8,8,9,9,9,10,10,10,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,10,10,-0.76,0.24,0.24,0.24,1.24,-1.76,-0.76,0.24,1.24,1.24,1.24,1.24,0.24,1.24,1.24,1.24,4,55,80,79,69,76,69,67,91,8,80,78,83,82,77,63,74,64,0.4,0.8,0.4,0.8,0.33,0.78,0.67,0.22,5.5,8,5.22,8,2.78,0,8,7.8,8,7.78,0,0.22,7.9,8.3,7.78,8.22,1.22,0.78,6.9,8.2,6.67,8.11,2.33,0.89,7.6,7.7,7.44,7.56,1.56,1.44,6.9,6.3,6.56,5.89,3.44,4.11,6.7,7.4,6.33,7.11,3.67,2.89,9.1,6.4,9,6,1,4
"1197",186,3,1,8,10,6,6,179,0,0.36,0,2,24,5,25,4,4,3,44,1,7,3,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,7,4,19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,4,8,4,7,1,7,7,7,8,7,6,6,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,10,10,-3.65,-0.65,4.35,0.35,-1.65,1.35,-3.65,-3.65,1.35,2.35,-0.65,2.35,3.35,3.35,1.35,-1.65,6,61,66,66,62,61,55,50,41,8,80,78,83,82,77,63,74,64,0.6,0.8,0.6,0.8,0.56,0.78,0.44,0.22,6.1,8,6,8.11,1,-1.11,6.6,7.8,6.56,7.89,0.44,-0.89,6.6,8.3,6.56,8.44,0.44,-1.44,6.2,8.2,6,8.22,2,-0.22,6.1,7.7,6,7.78,1,-0.78,5.5,6.3,5.44,6.33,0.56,-0.33,5,7.4,4.89,7.56,1.11,-1.56,4.1,6.4,3.89,6.44,2.11,-0.44
"1198",187,4,1,8,10,9,6,179,0,0.41,0,2,26,8,25,2,10,5,42,2,4,1,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,4,16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,1,7,7,7,8,7,6,7,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.71,10,10,-0.71,4.29,-0.71,4.29,4.29,-4.71,-3.71,-4.71,4.29,-0.71,2.29,2.29,4.29,4.29,-4.71,-4.71,3,39,50,52,42,49,41,33,46,8,80,78,83,82,77,63,74,64,0.3,0.8,0.3,0.8,0.22,0.78,0.78,0.22,3.9,8,3.56,8.11,3.44,-1.11,5,7.8,4.78,7.89,2.22,-0.89,5.2,8.3,5,8.44,2,-1.44,4.2,8.2,3.78,8.22,4.22,-0.22,4.9,7.7,4.67,7.78,2.33,-0.78,4.1,6.3,3.89,6.33,2.11,-0.33,3.3,7.4,2.89,7.44,4.11,-0.44,4.6,6.4,4.11,6.11,4.89,2.89
"1199",188,5,1,8,10,8,6,179,0,0.46,0,2,21,5,25,2,1,1,46,2,3,1,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,4,15.56,11.11,22.22,15.56,20,15.56,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,0,7,6,6,6,5,6,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,10,10,-4.35,-0.35,4.65,2.65,2.65,-0.35,1.65,-0.35,1.65,-2.35,-0.35,-0.35,-0.35,1.65,1.65,-2.35,4,54,57,57,56,49,56,32,14,8,80,78,83,82,77,63,74,64,0.4,0.8,0.4,0.8,0.44,0.89,-0.44,-0.89,5.4,8,5.22,8.11,1.78,-1.11,5.7,7.8,5.67,8,0.33,-2,5.7,8.3,5.67,8.56,0.33,-2.56,5.6,8.2,5.56,8.44,0.44,-2.44,4.9,7.7,4.89,8,0.11,-3,5.6,6.3,5.56,6.33,0.44,-0.33,3.2,7.4,3.22,7.89,-0.22,-4.89,1.4,6.4,1.44,7,-0.44,-6
"1200",189,6,1,8,10,2,6,179,0,0.13,0,2,27,1,25,6,6,1,42,1,6,2,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,4,16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,0,7,8,8,8,8,7,8,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,10,10,0.47,1.47,-1.53,0.47,0.47,0.47,0.47,0.47,2.47,-1.53,0.47,2.47,0.47,1.47,-2.53,0.47,0,59,74,67,59,62,54,62,58,8,80,78,83,82,77,63,74,64,0,0.8,0,0.8,0,0.89,0,-0.89,5.9,8,5.78,8.11,1.22,-1.11,7.4,7.8,7.33,7.78,0.67,0.22,6.7,8.3,6.56,8.33,1.44,-0.33,5.9,8.2,5.67,8.22,2.33,-0.22,6.2,7.7,6,7.67,2,0.33,5.4,6.3,5.22,6.22,1.78,0.78,6.2,7.4,6,7.33,2,0.67,5.8,6.4,5.67,6.33,1.33,0.67
"1201",190,7,1,8,10,4,6,179,1,0.22,0,2,25,13,25,2,1,1,42,2,7,3,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,8,4,15.56,20,20,20,13.33,11.11,12.77,19.15,19.15,19.15,14.89,14.89,7,7,7,7,1,10,8,10,9,9,5,9,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,10,10,1.94,2.94,-2.06,-3.06,-3.06,0.94,-0.06,3.94,2.94,-3.06,-1.06,1.94,3.94,4.94,-2.06,-4.06,6,60,62,68,74,58,55,54,46,8,80,78,83,82,77,63,74,64,0.6,0.8,0.6,0.8,0.56,0.78,0.44,0.22,6,8,5.56,7.78,4.44,2.22,6.2,7.8,6,7.78,2,0.22,6.8,8.3,6.44,8.11,3.56,1.89,7.4,8.2,7.22,8.11,1.78,0.89,5.8,7.7,5.44,7.56,3.56,1.44,5.5,6.3,5.56,6.44,-0.56,-1.44,5.4,7.4,5,7.22,4,1.78,4.6,6.4,4.56,6.56,0.44,-1.56
"1202",191,8,1,8,10,10,6,179,0,0.45,0,2,28,8,25,2,6,1,42,5,4,2,7,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,4,4,20.45,20.45,20.45,18.18,18.18,2.27,9.09,20.45,18.18,15.91,20.45,15.91,7,7,6,7,1,8,8,9,8,8,6,7,6,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.94,10,10,-3.94,2.06,3.06,1.06,1.06,1.06,-3.94,3.06,2.06,-1.94,-0.94,3.06,-0.94,2.06,-3.94,2.06,4,60,78,74,69,71,63,58,64,8,80,78,83,82,77,63,74,64,0.4,0.8,0.4,0.8,0.33,0.78,0.67,0.22,6,8,5.78,8,2.22,0,7.8,7.8,7.78,7.78,0.22,0.22,7.4,8.3,7.22,8.22,1.78,0.78,6.9,8.2,6.78,8.22,1.22,-0.22,7.1,7.7,7,7.67,1,0.33,6.3,6.3,6.33,6.33,-0.33,-0.33,5.8,7.4,5.67,7.44,1.33,-0.44,6.4,6.4,6.44,6.44,-0.44,-0.44
"1203",192,9,1,8,10,1,6,179,0,-0.02,0,2,24,8,25,2,2,7,97,1,6,2,7,7,5,7,7,3,2,6,8,7,9,6,3,6,7,8,4,5,4,4,19.57,19.57,15.22,17.39,15.22,13.04,14,18,14,20,18,16,7,10,9,9,1,7,7,8,8,6,4,7,9,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.47,10,10,-0.47,1.53,1.53,-2.47,-3.47,0.53,2.53,1.53,3.53,0.53,-2.47,0.53,1.53,2.53,-1.47,-0.47,2,53,75,71,58,64,39,54,56,8,80,78,83,82,77,63,74,64,0.2,0.8,0.2,0.8,0.11,0.78,0.89,0.22,5.3,8,5.11,8.11,1.89,-1.11,7.5,7.8,7.56,7.89,-0.56,-0.89,7.1,8.3,7,8.33,1,-0.33,5.8,8.2,5.56,8.22,2.44,-0.22,6.4,7.7,6.44,7.89,-0.44,-1.89,3.9,6.3,3.89,6.56,0.11,-2.56,5.4,7.4,5.22,7.44,1.78,-0.44,5.6,6.4,5.22,6.11,3.78,2.89
"1204",193,10,1,8,10,5,6,179,0,0.41,0,2,25,1,25,4,2,2,35,1,6,2,1,8,10,7,9,9,8,1,1,4,10,10,10,10,9,9,9,5,4,4,20.93,16.28,23.26,16.28,11.63,11.63,26.32,13.16,13.16,26.32,13.16,7.89,7,9,5,10,1,9,9,9,8,8,8,9,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12,10,10,2.88,-0.12,1.88,1.88,0.88,-6.12,-6.12,-3.12,2.88,2.88,2.88,2.88,1.88,1.88,1.88,-2.12,4,56,87,80,59,79,74,76,70,8,80,78,83,82,77,63,74,64,0.4,0.8,0.4,0.8,0.33,0.78,0.67,0.22,5.6,8,5.22,7.89,3.78,1.11,8.7,7.8,8.67,7.67,0.33,1.33,8,8.3,7.89,8.22,1.11,0.78,5.9,8.2,5.67,8.22,2.33,-0.22,7.9,7.7,7.89,7.67,0.11,0.33,7.4,6.3,7.33,6.11,0.67,1.89,7.6,7.4,7.44,7.22,1.56,1.78,7,6.4,7.11,6.44,-1.11,-0.44
"1205",184,1,1,8,10,10,7,180,1,0.24,0,2,34,8,25,2,1,1,32,2,4,2,7,5,2,4,8,8,7,8,3,8,8,3,9,8,5,6,2,8,9,4,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,6,10,7,9,1,10,9,8,8,9,9,6,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.71,10,10,-3.71,-1.71,2.29,2.29,1.29,2.29,-2.71,2.29,2.29,-2.71,3.29,2.29,-0.71,0.29,-3.71,2.29,6,89,99,98,84,93,77,78,66,9,74,77,73,72,70,64,67,65,0.6,0.9,0.6,0.9,0.56,0.89,0.44,0.11,8.9,7.4,8.78,7.11,1.22,2.89,9.9,7.7,10,7.56,-1,1.44,9.8,7.3,10,7.22,-2,0.78,8.4,7.2,8.44,7.11,-0.44,0.89,9.3,7,9.33,6.78,-0.33,2.22,7.7,6.4,7.56,6.11,1.44,2.89,7.8,6.7,8,6.78,-2,-0.78,6.6,6.5,6.67,6.56,-0.67,-0.56
"1206",185,2,1,8,10,6,7,180,0,0.16,1,2,25,2,25,4,3,4,42,1,7,4,6,8,7,8,8,8,9,6,7,8,9,9,9,9,8,9,9,9,6,4,16.98,15.09,16.98,16.98,18.87,15.09,16.36,18.18,14.55,18.18,18.18,14.55,10,10,7,8,1,9,10,8,8,8,5,9,10,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,10,10,-0.76,0.24,0.24,0.24,1.24,-1.76,-0.76,0.24,1.24,1.24,1.24,1.24,0.24,1.24,1.24,1.24,4,55,80,79,69,76,69,67,91,9,74,77,73,72,70,64,67,65,0.4,0.9,0.4,0.9,0.33,0.89,0.67,0.11,5.5,7.4,5.11,7.22,3.89,1.78,8,7.7,7.78,7.44,2.22,2.56,7.9,7.3,7.89,7.22,0.11,0.78,6.9,7.2,6.78,7.11,1.22,0.89,7.6,7,7.56,6.89,0.44,1.11,6.9,6.4,7.11,6.56,-2.11,-1.56,6.7,6.7,6.44,6.44,2.56,2.56,9.1,6.5,9,6.11,1,3.89
"1207",186,3,1,8,10,9,7,180,0,0.34,1,2,24,5,25,4,4,3,44,1,7,3,2,5,1,4,9,5,3,6,1,1,6,7,4,7,8,8,6,3,7,4,19.44,19.44,22.22,16.67,11.11,11.11,15.79,13.16,21.05,18.42,21.05,10.53,4,8,4,7,1,7,7,7,7,7,6,6,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,10,10,-3.65,-0.65,4.35,0.35,-1.65,1.35,-3.65,-3.65,1.35,2.35,-0.65,2.35,3.35,3.35,1.35,-1.65,6,61,66,66,62,61,55,50,41,9,74,77,73,72,70,64,67,65,0.6,0.9,0.6,0.9,0.56,0.89,0.44,0.11,6.1,7.4,6,7.44,1,-0.44,6.6,7.7,6.56,7.78,0.44,-0.78,6.6,7.3,6.56,7.33,0.44,-0.33,6.2,7.2,6.11,7.22,0.89,-0.22,6.1,7,6,7,1,0,5.5,6.4,5.44,6.44,0.56,-0.44,5,6.7,4.89,6.78,1.11,-0.78,4.1,6.5,3.89,6.56,2.11,-0.56
"1208",187,4,1,8,10,2,7,180,0,-0.4,0,2,26,8,25,2,10,5,42,2,4,1,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,4,16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,1,6,7,7,7,7,6,7,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.71,10,10,-0.71,4.29,-0.71,4.29,4.29,-4.71,-3.71,-4.71,4.29,-0.71,2.29,2.29,4.29,4.29,-4.71,-4.71,3,39,50,52,42,49,41,33,46,9,74,77,73,72,70,64,67,65,0.3,0.9,0.3,0.9,0.22,0.89,0.78,0.11,3.9,7.4,3.67,7.56,2.33,-1.56,5,7.7,4.78,7.78,2.22,-0.78,5.2,7.3,5,7.33,2,-0.33,4.2,7.2,3.89,7.22,3.11,-0.22,4.9,7,4.67,7,2.33,0,4.1,6.4,3.89,6.44,2.11,-0.44,3.3,6.7,2.89,6.67,4.11,0.33,4.6,6.5,4.11,6.22,4.89,2.78
"1209",188,5,1,8,10,1,7,180,0,-0.07,0,2,21,5,25,2,1,1,46,2,3,1,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,4,15.56,11.11,22.22,15.56,20,15.56,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,1,8,8,5,8,5,8,6,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,10,10,-4.35,-0.35,4.65,2.65,2.65,-0.35,1.65,-0.35,1.65,-2.35,-0.35,-0.35,-0.35,1.65,1.65,-2.35,4,54,57,57,56,49,56,32,14,9,74,77,73,72,70,64,67,65,0.4,0.9,0.4,0.9,0.33,0.89,0.67,0.11,5.4,7.4,5.11,7.33,2.89,0.67,5.7,7.7,5.44,7.67,2.56,0.33,5.7,7.3,5.78,7.56,-0.78,-2.56,5.6,7.2,5.33,7.11,2.67,0.89,4.9,7,4.89,7.22,0.11,-2.22,5.6,6.4,5.33,6.22,2.67,1.78,3.2,6.7,2.89,6.78,3.11,-0.78,1.4,6.5,1.33,7,0.67,-5
"1210",189,6,1,8,10,5,7,180,0,-0.27,0,2,27,1,25,6,6,1,42,1,6,2,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,4,16.98,16.98,16.98,16.98,16.98,15.09,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,0,6,8,8,6,6,5,6,7,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53,10,10,0.47,1.47,-1.53,0.47,0.47,0.47,0.47,0.47,2.47,-1.53,0.47,2.47,0.47,1.47,-2.53,0.47,0,59,74,67,59,62,54,62,58,9,74,77,73,72,70,64,67,65,0,0.9,0,0.9,0,1,0,-1,5.9,7.4,5.89,7.56,0.11,-1.56,7.4,7.7,7.33,7.67,0.67,0.33,6.7,7.3,6.56,7.22,1.44,0.78,5.9,7.2,5.89,7.33,0.11,-1.33,6.2,7,6.22,7.11,-0.22,-1.11,5.4,6.4,5.44,6.56,-0.44,-1.56,6.2,6.7,6.22,6.78,-0.22,-0.78,5.8,6.5,5.67,6.44,1.33,0.56
