"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal 6","goal 1","goal 2","goal 5","goal 4","goal 3","date 7","date 6","date 1","date 5","date 4","date 3","date 2","race 4","race 1","race 2","race 3","race 6","go_out 4","go_out 2","go_out 1","go_out 3","go_out 7","go_out 5","go_out 6","field_cd 5","field_cd 9","field_cd 3","field_cd 11","field_cd 1","field_cd 8","field_cd 2","field_cd 12","field_cd 4","field_cd 6","field_cd 10","field_cd 7","field_cd 14","field_cd 13","field_cd 16","field_cd 15","field_cd 18","career_c 10","career_c 5","career_c 3","career_c 9","career_c 6","career_c 1","career_c 2","career_c 7","career_c 4","career_c 11","career_c 8","career_c 15","career_c 13","activityAvg","raterCount","rateeCount","match Own Sum","match Partner Sum"
"516",40,1,1,2,19,2,12,32,0,-0.05,1,2,25,8,25,4,9,6,42,2,7,7,6,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,0,8,10,10,7,8,4,5,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.11764705882353,15,15,0,0
"517",40,1,1,2,19,3,13,33,0,-0.29,0,2,25,8,25,4,9,6,42,2,7,7,6,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,0,6,10,10,8,5,3,6,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.11764705882353,15,15,0,0
"518",40,1,1,2,19,5,14,34,0,0.01,1,2,25,8,25,4,9,6,42,2,7,7,6,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,0,8,7,6,8,6,4,5,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.11764705882353,15,15,0,0
"519",40,1,1,2,19,1,15,35,0,-0.25,0,2,25,8,25,4,9,6,42,2,7,7,6,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,0,5,6,6,5,7,3,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.11764705882353,15,15,0,0
"520",40,1,1,2,19,9,16,36,0,-0.04,0,2,25,8,25,4,9,6,42,2,7,7,6,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,0,5,8,9,7,8,4,3,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.11764705882353,15,15,0,0
"521",40,1,1,2,19,14,17,37,0,0.13,0,2,25,8,25,4,9,6,42,2,7,7,6,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,0,4,6,8,7,6,3,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.11764705882353,15,15,0,0
"522",40,1,1,2,19,17,19,38,0,-0.15,0,2,25,8,25,4,9,6,42,2,7,7,6,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,0,8,9,10,9,10,7,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.11764705882353,15,15,0,0
"523",40,1,1,2,19,19,20,39,0,0.07,0,2,25,8,25,4,9,6,42,2,7,7,6,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,3,2,25,20,25,20,10,0,40,0,30,20,10,0,3,10,8,9,0,3,10,9,10,4,4,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.11764705882353,15,15,0,0
"542",41,2,1,2,19,2,20,39,0,-0.43,0,2,30,1,25,4,1,1,42,2,6,5,1,5,5,6,5,5,5,5,10,5,6,6,6,6,5,5,5,1,7,3,30,20,10,30,0,10,40,30,0,30,0,0,5,7,5,8,0,5,5,5,10,5,6,6,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"543",42,3,1,2,19,11,1,21,0,0.46,1,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,3,10,9,5,9,2,6,7,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"544",42,3,1,2,19,13,2,22,0,0.44,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,3,6,8,5,5,1,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"545",42,3,1,2,19,9,3,23,0,0.41,1,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,6,10,9,8,9,6,8,8,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"546",42,3,1,2,19,16,4,24,0,0.09,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,7,6,7,9,8,2,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"547",42,3,1,2,19,18,5,25,0,0.58,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,1,8,9,7,7,5,6,8,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"548",42,3,1,2,19,19,6,26,0,0.04,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,1,7,8,8,9,8,6,7,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"549",42,3,1,2,19,10,7,27,0,-0.07,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,1,8,9,8,9,8,6,9,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"550",42,3,1,2,19,7,8,28,0,0.22,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,1,7,10,9,8,9,6,8,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"551",42,3,1,2,19,15,9,29,0,0.1,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,3,8,7,5,8,6,4,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"552",42,3,1,2,19,2,10,30,0,0.46,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,4,7,7,6,6,6,6,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"553",42,3,1,2,19,14,11,31,0,0.47,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,8,7,8,2,9,6,4,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"554",42,3,1,2,19,5,12,32,0,0.54,1,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,5,9,10,8,10,4,5,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"555",42,3,1,2,19,6,13,33,0,0.77,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,6,10,10,8,10,6,6,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"556",42,3,1,2,19,8,14,34,0,0.35,1,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,6,9,7,6,6,3,5,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"557",42,3,1,2,19,4,15,35,0,0.19,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,3,8,7,7,10,4,4,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"558",42,3,1,2,19,12,16,36,0,0.29,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,4,7,7,5,6,6,4,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"559",42,3,1,2,19,17,17,37,0,0.07,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,4,8,9,6,4,6,4,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"560",42,3,1,2,19,1,19,38,0,0.13,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,6,10,9,8,10,6,8,5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"561",42,3,1,2,19,3,20,39,0,0.52,0,2,23,5,25,4,1,6,28,2,7,4,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,25,10,10,30,5,20,6,9,6,8,0,4,9,8,6,6,5,6,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70588235294118,15,15,0,0
"562",43,4,1,2,19,14,1,21,0,0.43,0,2,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,0,4,5,6,4,6,2,5,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"563",43,4,1,2,19,16,2,22,0,-0.04,0,2,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,0,4,5,5,3,5,1,5,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"564",43,4,1,2,19,12,3,23,1,-0.35,0,2,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,1,4,6,5,4,3,2,6,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"565",43,4,1,2,19,19,4,24,0,-0.32,1,2,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,0,5,5,6,4,7,2,5,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"566",43,4,1,2,19,2,5,25,0,-0.2,1,2,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,1,8,5,6,6,5,1,6,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"567",43,4,1,2,19,3,6,26,0,-0.02,1,2,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,1,6,5,7,5,5,2,5,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"568",43,4,1,2,19,13,7,27,0,-0.16,0,1,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,1,7,6,5,7,3,5,6,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"569",43,4,1,2,19,10,8,28,0,0.22,1,2,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,0,5,6,6,4,7,6,5,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
"570",43,4,1,2,19,18,9,29,0,0.31,1,2,24,8,25,2,1,1,42,6,6,3,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,20,25,20,20,5,10,3,8,3,7,0,4,4,5,4,6,5,5,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.05882352941176,15,15,0,0
