"","iidW","idW","wave","partnerW","pidW","match","sameRace","ageW","tuitionWealthIndW","impraceW","impreligW","incomeWealthIndW","dateW","goOutW","sportsPhysActW","tvsportsMiscActW","exercisePhysActW","diningWealthIndW","museumsArtActW","artArtActW","hikingPhysActW","gamingMiscActW","clubbingMiscActW","readingArtActW","tvMiscActW","theaterArtActW","moviesArtActW","concertsMiscActW","musicArtActW","shoppingWealthIndW","yogaPhysActW","exphappyW","expnumW","attrPrefW","sincPrefW","intelPrefW","funPrefW","ambPrefW","sharPrefW","decW","attrRatingbyWofM","sincRatingbyWofM","intelRatingbyWofM","funRatingbyWofM","ambRatingbyWofM","sharRatingbyWofM","likeRatingbyWofM","probRatingbyWofM","metW","goalMeetNewW","goalFunNightW","goalOtherW","goalGetDateW","goalSeriousRelW","goalSayDidW","date7W","date5W","date3W","date4W","date6W","date1W","date2W","raceAsianW","raceWhiteW","rateOtherW","raceLatinoW","raceBlackW","fieldLawW","fieldMathW","fieldPoliSciW","fieldBusinessW","fieldEnginW","fieldAcademiaW","fieldSocialSciW","fieldSocialWorkW","fieldUndecidedW","fieldMedicineW","fieldHistReligPhilW","fieldEnglishW","fieldScienceW","fieldFilmW","fieldLanguagesW","fieldArtsW","fieldArchW","fieldOtherW","careerCreativeW","careerLawW","careerInternationalW","careerAcademicW","careerFinanceW","careerUndecidedW","careerEngineerW","careerPsychologyW","careerMedicineW","careerSportsW","careerSocialWorkW","careerRealEstateW","careerOtherW","careerSpeechW","careerArchW","careerPoliticsW","careerJournW","attrAvgRatingbyWofM","sincAvgRatingbyWofM","intelAvgRatingbyWofM","funAvgRatingbyWofM","ambAvgRatingbyWofM","sharAvgRatingbyWofM","likeAvgRatingbyWofM","probAvgRatingbyWofM","decAvgbyWofM","raterDecAvgW","attrRatingGuessbyWofM","sincRatingGuessbyWofM","intelRatingGuessbyWofM","funRatingGuessbyWofM","ambRatingGuessbyWofM","sharRatingGuessbyWofM","likeRatingGuessbyWofM","probRatingGuessbyWofM","ageM","tuitionWealthIndM","impraceM","impreligM","incomeWealthIndM","dateM","goOutM","sportsPhysActM","tvsportsMiscActM","exercisePhysActM","diningWealthIndM","museumsArtActM","artArtActM","hikingPhysActM","gamingMiscActM","clubbingMiscActM","readingArtActM","tvMiscActM","theaterArtActM","moviesArtActM","concertsMiscActM","musicArtActM","shoppingWealthIndM","yogaPhysActM","exphappyM","expnumM","attrPrefM","sincPrefM","intelPrefM","funPrefM","ambPrefM","sharPrefM","decM","attrRatingbyMofW","sincRatingbyMofW","intelRatingbyMofW","funRatingbyMofW","ambRatingbyMofW","sharRatingbyMofW","likeRatingbyMofW","probRatingbyMofW","metM","goalMeetNewM","goalFunNightM","goalOtherM","goalGetDateM","goalSeriousRelM","goalSayDidM","date7M","date5M","date3M","date4M","date6M","date1M","date2M","raceAsianM","raceWhiteM","rateOtherM","raceLatinoM","raceBlackM","fieldLawM","fieldMathM","fieldPoliSciM","fieldBusinessM","fieldEnginM","fieldAcademiaM","fieldSocialSciM","fieldSocialWorkM","fieldUndecidedM","fieldMedicineM","fieldHistReligPhilM","fieldEnglishM","fieldScienceM","fieldFilmM","fieldLanguagesM","fieldArtsM","fieldArchM","fieldOtherM","careerCreativeM","careerLawM","careerInternationalM","careerAcademicM","careerFinanceM","careerUndecidedM","careerEngineerM","careerPsychologyM","careerMedicineM","careerSportsM","careerSocialWorkM","careerRealEstateM","careerOtherM","careerSpeechM","careerArchM","careerPoliticsM","careerJournM","attrAvgRatingbyMofW","sincAvgRatingbyMofW","intelAvgRatingbyMofW","funAvgRatingbyMofW","ambAvgRatingbyMofW","sharAvgRatingbyMofW","likeAvgRatingbyMofW","probAvgRatingbyMofW","decAvgbyMofW","raterDecAvgM","attrRatingGuessbyMofW","sincRatingGuessbyMofW","intelRatingGuessbyMofW","funRatingGuessbyMofW","ambRatingGuessbyMofW","sharRatingGuessbyMofW","likeRatingGuessbyMofW","probRatingGuessbyMofW"
"493",199,6,9,6,219,1,1,30,25,2,1,32,5,3,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,4,4,17.5,17.5,20,12.5,20,12.5,1,9,10,10,10,9,10,9,9,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31578947368421,7.63157894736842,7.78947368421053,7.52631578947368,7.57894736842105,6.52631578947368,6.84210526315789,6.26315789473684,0.421052631578947,0.315789473684211,6.31192258012864,7.98498399389949,8.20612861818146,7.10066106086046,8.17606611567642,4.95470290192043,7.01111376750705,7.44876470470946,26,25,1,1,42,3,2,8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,4,16.28,16.28,18.6,16.28,16.28,16.28,1,6,6,6,6,5,5,6,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.36842105263158,5.84210526315789,6.84210526315789,6.05263157894737,6.21052631578947,5.63157894736842,6.21052631578947,5.21052631578947,0.736842105263158,0.631578947368421,6.92691169881013,5.53649382593893,7.1016877601077,5.78163300302193,5.25056403710281,6.4602486787095,4.57252192290818,4.96611124080374
"494",199,6,9,7,220,0,0,30,25,2,1,32,5,3,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,4,4,17.5,17.5,20,12.5,20,12.5,0,2,10,8,10,8,7,8,9,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42105263157895,8.05263157894737,8.36842105263158,6.89473684210526,7.73684210526316,6.31578947368421,6.21052631578947,6,0.157894736842105,0.368421052631579,4.03407004197473,8.62017585198133,8.90856835446333,6.45501147594133,8.26428643458705,4.40384313134368,6.47848465477357,7.0516127506275,25,25,1,1,42,5,2,9,9,5,10,9,10,10,6,8,10,2,5,5,5,9,5,5,10,4,16.67,16.67,16.67,16.67,14.81,18.52,0,8,6,7,6,7,2,2,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26315789473684,5.84210526315789,6.78947368421053,6.05263157894737,6.10526315789474,5.78947368421053,6.42105263157895,5.05263157894737,0.789473684210526,0.789473684210526,8.99066840058764,7.59169210777796,7.95674505375784,7.97453751408472,8.22236329663428,7.9751220380777,8.01237416830387,7.16230277429801
"495",199,6,9,8,221,1,0,30,25,2,1,32,5,3,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,4,4,17.5,17.5,20,12.5,20,12.5,1,5,10,9,6,9,2,8,9,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10526315789474,7.63157894736842,8.1578947368421,6.21052631578947,7.15789473684211,6,5.73684210526316,5.68421052631579,0.210526315789474,0.315789473684211,4.21127298503137,8.10004877088627,8.4976783778097,6.02918091814695,7.5591597269494,5.02573644614255,5.68814220166558,6.67169707541835,27,25,6,1,42,6,3,5,6,3,7,6,3,4,3,7,8,7,8,8,4,4,4,1,6,4,15.56,17.78,17.78,17.78,17.78,13.33,1,8,6,7,7,8,3,8,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.26315789473684,5.84210526315789,6.78947368421053,6,6.05263157894737,5.73684210526316,6.10526315789474,5.26315789473684,0.736842105263158,0.842105263157895,6.690099461468,5.08420468425516,6.42955459835455,6.08162355278757,6.28656725872055,3.00597672255368,4.30759158801287,4.35864784471214
"496",199,6,9,9,222,0,1,30,25,2,1,32,5,3,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,4,4,17.5,17.5,20,12.5,20,12.5,0,2,9,9,9,2,2,3,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26315789473684,7.31578947368421,8.05263157894737,4.05263157894737,6.15789473684211,4.57894736842105,4.52631578947368,4.57894736842105,0.0526315789473684,0.368421052631579,1.42454436005098,8.20377272751828,8.43354199390525,3.40033210300673,6.83635786860195,2.69223712218661,5.06138930196079,4.5974337391314,27,25,8,3,42,6,3,5,1,6,8,10,9,6,4,7,9,1,9,9,10,8,3,1,3,4,9.52,19.05,23.81,19.05,4.76,23.81,1,10,7,9,8,6,7,8,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15789473684211,5.78947368421053,6.68421052631579,5.94736842105263,6.15789473684211,5.52631578947368,6.10526315789474,5.10526315789474,0.736842105263158,0.578947368421053,7.48168481530577,4.53545705976442,5.65353536006168,5.58639093944749,5.31755284413062,0.53614775096446,0,4.84606996450854
"497",2,2,1,1,11,0,1,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,0,5,7,8,4,6,3,6,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66666666666667,9,8.22222222222222,5.55555555555556,6.44444444444444,5.55555555555556,6.22222222222222,5.33333333333333,0.444444444444444,0.444444444444444,5.93118362538392,8.72167367932002,8.34728199198429,5.75629373472322,6.89638667859672,5.79574842224551,6.17564488765532,6.02471300036474,27,25,7,3,42,5,4,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,7,3,35,20,20,20,0,5,0,8,7,6,9,7,4,7,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66666666666667,7.11111111111111,8.11111111111111,7.33333333333333,7.55555555555556,6.77777777777778,7.66666666666667,5.88888888888889,0.666666666666667,0,7.50073865537361,7.47330421197332,7.82461119242475,7.5099624642449,7.2837801542965,5.66654607753106,7.27306474220727,4.03564591085872
"498",2,2,1,10,20,0,1,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,1,6,7,8,7,9,8,8,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66666666666667,7.33333333333333,7.88888888888889,8.33333333333333,8.33333333333333,7.22222222222222,8.33333333333333,6.55555555555556,0.888888888888889,0.333333333333333,6.95827717210155,6.71730613084409,7.77103696416145,8.29967995518028,8.75614072093999,6.69294127339233,6.13680490762025,0,24,25,1,1,42,1,1,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,6,19,100,0,0,0,0,0,0,6,5,7,7,9,7,6,9,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.88888888888889,7.33333333333333,8,7.55555555555556,7.33333333333333,6.44444444444444,7.77777777777778,5.11111111111111,0.666666666666667,0.111111111111111,7.28867293105622,7.47596531559641,7.91142062963853,7.06074851042559,7.70901798641774,6.41775679445047,7.2674297074428,6.03364196597509
"499",2,2,1,2,12,0,1,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,0,8,5,6,6,9,6,7,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6.77777777777778,7.22222222222222,6.77777777777778,6.66666666666667,6.11111111111111,6.88888888888889,4.33333333333333,0.444444444444444,0.444444444444444,7.77843230043866,0,7.03993240106824,7.4205700835177,8.03926356250732,6.01577638774429,0,5.20705647164193,22,25,1,1,29,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,20,60,0,0,40,0,0,0,7,6,10,6,6,5,8,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77777777777778,7.22222222222222,7.66666666666667,7.66666666666667,7.66666666666667,6.66666666666667,7.55555555555556,5.66666666666667,0.666666666666667,0.333333333333333,7.43557836965896,6.94825252763965,8.77037162112889,6.64000120047861,6.24392046643485,5.17422590669381,7.66606869642215,3.64349506848972
"500",2,2,1,3,13,0,0,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,0,5,8,9,6,3,4,6,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77777777777778,7.88888888888889,8.77777777777778,7.11111111111111,6.22222222222222,6.11111111111111,6.44444444444444,4.88888888888889,0.444444444444444,0.444444444444444,4.77024629522114,7.34849043230228,8.70245320860225,6.60783273641043,5.93664066010867,6.55910882217348,6.67270900251421,5.69309079991165,22,25,3,5,42,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44444444444444,6.77777777777778,7.66666666666667,7.22222222222222,7.22222222222222,6.11111111111111,7.33333333333333,5,0.555555555555556,1,9.73310483535526,8.80351279123836,9.46216881975989,9.56201553090104,9.34674243288006,9.04874734948296,9.86701661190629,8.35759740450136
"501",2,2,1,4,14,1,1,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,1,7,9,7,6,5,7,7,8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,7.44444444444444,7.44444444444444,7.77777777777778,6.77777777777778,7.33333333333333,7.77777777777778,5.22222222222222,0.777777777777778,0.333333333333333,8.30977020927941,6.70909452124949,7.58840322838861,7.67061426258154,5.68119327405855,10,7.08160090471664,5.3441798792362,23,25,1,1,56,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,15,30,5,15,40,5,5,1,9,9,9,9,9,9,9,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55555555555556,6.88888888888889,7.77777777777778,7.33333333333333,7.33333333333333,6.22222222222222,7.44444444444444,5.33333333333333,0.555555555555556,1,7.63617867803633,7.43095058658135,7.69479409430447,8.18918503596666,8.4348899410764,7.66482707390772,7.88125453766139,6.56614597002564
"502",2,2,1,5,15,0,0,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,0,6,8,7,9,7,8,8,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66666666666667,7.55555555555556,7.77777777777778,7,6.44444444444444,6.44444444444444,6.11111111111111,4.66666666666667,0.333333333333333,0.444444444444444,5.83481141325271,7.08168831605014,7.70741401272435,6.37499535275352,5.74959851999201,5.73013155176235,5.67857511085151,5.39671869219804,24,25,3,1,36,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,9,30,10,20,10,10,20,1,10,10,10,10,7,8,10,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44444444444444,6.77777777777778,7.66666666666667,7.22222222222222,7.55555555555556,6.33333333333333,7.33333333333333,6,0.555555555555556,0.888888888888889,7.84969260582145,7.54138917632044,8.3648935831582,7.19547750471488,8.15979146094853,6.29776959895799,7.881949729766,5.60228441872668
"503",2,2,1,6,16,0,1,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,0,8,7,8,3,6,2,6,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33333333333333,8.55555555555556,7.55555555555556,4.55555555555556,6,5.11111111111111,5.55555555555556,3.77777777777778,0.333333333333333,0.444444444444444,5.17900382186639,8.32379367380052,7.24363558264351,4.63096468647623,4.97929066241944,5.43669262555841,5.76592463543605,4.58528357264732,25,25,9,2,42,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,10,50,0,30,10,0,10,1,7,8,7,5,7,7,7,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.77777777777778,7,8,7.77777777777778,7.55555555555556,6.44444444444444,7.66666666666667,5.55555555555556,0.555555555555556,0.777777777777778,7.5788874733862,6.52517137251745,7.52045465843713,7.74768929335839,7.33639597173576,6.71039466742377,7.2645439621622,5.92781449824351
"504",2,2,1,7,17,0,1,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,1,7,5,9,6,7,9,8,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,7.88888888888889,8.44444444444444,6.11111111111111,6.66666666666667,6.33333333333333,6.77777777777778,4.66666666666667,0.777777777777778,0.333333333333333,7.96156031534249,7.73641978939547,8.23260877596874,6.81438433751417,5.57005750387783,5.42535693801688,6.20410706196354,4.95687273440414,30,25,1,1,38,3,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,2,35,15,25,10,5,10,0,5,3,4,3,5,3,4,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.55555555555556,8.33333333333333,8,7.77777777777778,6.88888888888889,8,5.77777777777778,0.666666666666667,0.222222222222222,7.08268841115824,6.18736431376506,6.74659881728188,6.06799131973017,6.0823159577647,5.11579876424612,5.87607335378451,3.74853353448727
"505",2,2,1,8,18,0,1,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,0,5,8,7,5,9,5,5,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11111111111111,7.33333333333333,7.77777777777778,5.22222222222222,7.33333333333333,5.66666666666667,5.88888888888889,5.55555555555556,0.333333333333333,0.444444444444444,5.31193083570446,6.55513828850957,7.61142608461581,4.7717366887176,8.29044755608171,5.50944148337535,6.11736854981816,6.54223307758148,27,25,8,8,52,6,1,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,2,33.33,11.11,11.11,11.11,11.11,22.22,1,7,7,7,7,7,5,7,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.77777777777778,7.11111111111111,8,7.55555555555556,7.55555555555556,6.66666666666667,7.66666666666667,5.44444444444444,0.555555555555556,0.222222222222222,7.38102681842097,6.33856674162863,7.06067386162357,6.79113905034893,6.75947154662692,5.35490820100952,7.46843880781151,4.66448790632351
"506",2,2,1,9,19,1,1,24,25,2,5,65,5,1,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,5,45,5,25,20,0,5,1,7,6,8,9,4,5,5,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77777777777778,6.88888888888889,7.66666666666667,8.44444444444444,7.44444444444444,8,7.88888888888889,7,0.888888888888889,0.333333333333333,7.81698867692735,6.53867956269672,7.61861715862518,8.45858464456219,6.36765054301836,8.15001072640237,7.82789086787296,7.26543802561473,28,25,1,1,42,1,1,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,1,8,6,9,9,8,7,8,8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.66666666666667,7.22222222222222,7.77777777777778,7.33333333333333,7.44444444444444,6.44444444444444,7.55555555555556,5.22222222222222,0.555555555555556,1,7.68687129225284,6.97520249429785,7.55333365290875,8.31641667647037,7.61676625732674,7.49253579882159,7.8844372481623,6.57439701589251
"507",200,7,9,1,214,0,1,25,25,1,1,35,7,2,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4,5,4,13.21,18.87,18.87,16.98,16.98,15.09,0,7,10,10,7,9,6,8,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63157894736842,7.31578947368421,7.57894736842105,6.63157894736842,7.31578947368421,5.21052631578947,6.15789473684211,5.47368421052632,0.157894736842105,0.157894736842105,5.81767882718114,8.49297205122025,7.83881110759412,7.23648352992328,7.81327530445134,4.91718459704614,7.14368842572407,5.28939229174107,23,25,6,8,46,6,2,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,6,4,17.02,21.28,17.02,21.28,14.89,8.51,1,9,5,6,7,6,5,8,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47368421052632,7.15789473684211,7.15789473684211,6.78947368421053,7.10526315789474,6.21052631578947,6.94736842105263,5.73684210526316,0.842105263157895,0.736842105263158,8.94067684909617,7.97111121191852,7.92257315786016,7.4741095107925,8.22345574220846,6.34714120348896,8.18146372214802,6.17325964036681
"508",200,7,9,10,223,0,1,25,25,1,1,35,7,2,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4,5,4,13.21,18.87,18.87,16.98,16.98,15.09,0,6,10,8,7,8,6,8,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31578947368421,7.73684210526316,7.63157894736842,5.52631578947368,7.15789473684211,5.94736842105263,5.94736842105263,5.42105263157895,0.0526315789473684,0.157894736842105,5.54683953759987,8.90279694888095,8.10619315927625,5.81416890951392,7.47755232575528,7.26195479679593,6.93432785799478,4.80595577471403,28,25,6,6,27,4,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,7,4,17.39,17.39,19.57,19.57,10.87,15.22,1,8,9,8,8,7,6,7,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52631578947368,6.94736842105263,7.05263157894737,6.73684210526316,7.05263157894737,6.15789473684211,7,5.52631578947368,0.842105263157895,0.789473684210526,8.81680128253677,7.70088794880002,7.45045193600067,6.71456416590572,7.83525052247205,5.62224443924148,6.92267995139198,5.3597266017226
"509",200,7,9,11,224,1,1,25,25,1,1,35,7,2,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4,5,4,13.21,18.87,18.87,16.98,16.98,15.09,1,7,10,9,7,9,6,8,6,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89473684210526,7.94736842105263,8.31578947368421,6.15789473684211,7.47368421052632,6,5.73684210526316,6.05263157894737,0.263157894736842,0.105263157894737,6.08399891734319,9.07945910812737,8.6916861274489,6.30374970282856,7.65781746054339,6.38382876466609,6.793415157288,5.66483208989871,32,25,1,3,42,7,4,6,4,4,7,5,5,5,6,8,10,1,8,9,2,4,1,8,5,4,17.24,17.24,17.24,17.24,13.79,17.24,1,9,6,6,7,6,5,6,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.47368421052632,7.10526315789474,7.15789473684211,6.78947368421053,7.10526315789474,6.21052631578947,7.05263157894737,5.57894736842105,0.842105263157895,0.473684210526316,7.03379344582865,6.40710630529983,6.33811390248349,6.28222552308553,6.17987136740216,6.36496779010609,6.99263455578913,5.76924635981545
